x0,x1,x2,x3,x4
0.1357,0.1708,-1.2031,0.143,0.8667
0.3629,0.1788,-1.501,0.2962,1.3071
0.5403,0.3322,-1.2105,0.2445,1.0719
0.4508,0.1958,-1.0607,0.1675,0.8514
0.5277,0.2212,-1.2308,0.0668,0.9478
0.7583,0.2855,-0.9648,0.2941,0.7339
0.3572,0.4682,-1.1752,0.5823,0.8205
0.2322,0.3957,-0.966,0.5873,0.8226
0.1745,0.401,-0.8853,0.4918,0.9291
0.3327,0.2679,-0.5974,0.5055,0.6435
0.3014,0.1568,-0.414,0.2999,0.5376
0.3644,0.2832,0.523,0.4679,-0.0228
0.1879,-0.0565,0.376,0.0498,-0.0818
-0.0896,-0.2191,0.4143,0.0671,0.1866
0.1301,-0.5467,0.3536,-0.1282,0.0638
0.0937,-0.3905,0.3276,-0.332,0.2876
0.0757,-0.3891,0.0953,-0.1931,0.4535
0.0848,-0.3426,-0.2258,-0.3025,0.3638
0.6097,-0.3331,0.0006,-0.2834,0.2969
0.4541,-0.0385,0.7225,-0.0634,-0.082
0.0226,-0.1681,0.6398,-0.0599,-0.0898
-0.1815,-0.4105,0.3722,-0.1287,0.1255
0.1481,-0.8835,0.7174,-0.4505,-0.0207
0.3242,-0.8094,0.4529,-0.3598,-0.0736
0.3479,-0.6504,0.3913,-0.5712,-0.071
0.3288,-0.7063,0.8751,-0.3719,-0.1749
0.3226,-0.6584,0.7425,-0.1846,-0.8969
0.2225,-0.6783,0.8961,-0.3188,-0.6042
0.1451,-0.6352,0.8562,-0.2267,-0.2547
0.0956,-0.6529,0.8977,0.2154,-0.4785
-0.0446,-0.7968,0.8014,-0.0532,-0.1266
-0.1046,-0.8982,0.7416,-0.013,-0.135
0.1507,-0.8206,0.6477,-0.2758,-0.2115
-0.0682,-0.7394,0.7918,-0.2265,0.1454
0.0146,-0.9937,1.4543,-0.1991,-0.2065
-0.2894,-0.8829,1.299,0.0364,-0.3795
-0.27,-1.0718,0.892,-0.1095,-0.0553
-0.3427,-1.1046,0.467,-0.0868,-0.2377
-0.1001,-1.0079,0.4117,-0.2009,0.1562
0.0356,-0.9738,0.6482,-0.4659,0.1578
-0.0537,-0.8771,1.1154,-0.3132,-0.0719
-0.1134,-0.8601,1.4635,-0.2246,-0.3956
-0.2639,-1.1087,1.3854,-0.5337,-0.3517
-0.7026,-1.2495,1.0898,-0.798,0.1246
-0.2095,-1.2464,0.7452,-0.9366,0.436
-0.0354,-0.9684,1.0226,-0.9061,0.149
-0.0306,-1.0744,0.7078,-0.903,0.3488
-0.1115,-0.7152,0.8017,-0.7176,0.449
-0.3897,-0.8134,1.1004,-0.843,0.0925
-0.4165,-1.2724,0.9449,-1.0845,0.2047
-0.0855,-1.0525,1.408,-0.9589,-0.0352
-0.163,-1.0982,1.3126,-1.0167,-0.021
-0.103,-1.0629,1.4827,-0.5691,-0.1863
-0.5406,-0.9434,1.4149,-0.3775,0.0055
-0.5066,-1.2159,0.9042,-0.2746,0.2095
-0.4695,-1.0337,0.5158,-0.3255,0.5
-0.123,-0.9224,0.6625,-0.2801,0.5558
-0.4895,-0.6658,0.1578,-0.2652,0.8303
-0.0168,-0.8435,-0.3171,-0.4473,1.1848
0.8898,-0.6913,-0.1592,-0.7923,0.6298
0.6465,-0.1254,0.4396,-1.0203,0.5936
0.3862,-0.008,1.3276,-0.3284,-0.25
-0.3853,-0.3909,1.4959,-0.3357,0.0246
-0.2601,-0.8664,0.9171,-0.5135,0.1025
0.0323,-0.9959,0.925,-0.7672,0.3042
0.0603,-1.0444,1.2893,-0.3683,0.0453
-0.0573,-0.8534,0.9282,-0.2951,0.372
0.0103,-0.6983,0.9127,0.194,0.1655
0.0278,-0.5752,0.6081,0.1683,0.2957
0.188,-0.5511,0.6534,-0.2038,0.1494
0.2002,-0.4054,0.8206,-0.1023,0.1186
0.0691,-0.5426,0.5374,-0.3933,0.3334
0.1343,-0.5897,0.4088,-0.001,0.3267
0.1844,-0.6085,0.73,-0.2281,0.1549
0.2578,-0.3792,0.7426,-0.2454,0.1826
-0.0408,-0.426,0.8552,-0.3281,0.3107
-0.3394,-0.5169,1.0357,-0.4659,0.4395
-0.1468,-0.6335,1.114,-0.3693,0.2844
-0.1077,-0.6413,0.8538,-0.4531,0.5066
-0.0672,-0.5955,0.839,0.1496,0.3624
-0.0206,-0.4683,0.4562,0.2179,0.2265
0.0012,-0.7593,0.3039,-0.2871,0.4708
-0.0755,-0.3348,0.6303,-0.0343,0.3148
0.0471,-0.3606,0.5885,-0.2966,0.3388
0.0228,-0.4187,0.4763,-0.5121,0.4828
