x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
1.8772506225079442,3.914556171202702,-0.8854035794682402,0.34663262759090546,1.450692831073229,0.5418573456556265,1.3991929674130048,-2.063081278963352,2.0227509131541215,-0.42456151800819397,2.058475353386373,0.42198768115189983,1.345509526611199,-0.8989942009228293,-3.0518948974472475
1.0016198759869224,3.3927522864428834,-0.8130383161380939,1.0460749641126734,0.8072055961301258,1.0856590927647984,2.637236582525903,-2.4789721282993167,1.1279161114910194,-0.1499586779300755,2.7202426764848977,0.04147597093281953,0.9070890867625108,-0.04854027343731626,-2.53383978132482
0.645335470973863,2.6477445052173163,-0.7959411507719804,1.5067536656414828,0.3991641139616914,1.297388743512681,3.0321112374921055,-2.206947897044281,0.5778450021462995,0.2501773096141994,2.9839006891200333,-0.2503556126632356,0.45260833286549146,0.621562256035566,-2.2025815641605515
0.2169146567876952,1.5802022413176722,-0.7360902174355606,1.9750407888868748,-0.36066897112622054,1.689385360192757,3.510040614424023,-2.0532378337896815,-0.13877635259003734,0.395322188719956,2.6855312353580834,-0.6601902615295653,0.28027691306367675,0.9943950532368996,-1.3168046014210735
0.21679446818780135,0.1303548518998371,-0.7270186797896356,2.464845816259359,-0.7222000974330824,1.7215368356686982,3.6908770337027965,-1.2139222045015483,-1.5757580814692025,0.30575014937822625,2.1041008095209426,-1.1941653732873998,0.0030708821261224845,1.4254178067253853,-0.21912505561887008
0.29516802982026297,-0.930730845139902,-0.12884065326369215,2.187275209395427,-1.090046534464373,1.90401915173664,3.4351818693152745,-0.6666976531491272,-1.4922412373249472,0.304439971307068,1.2303456567536661,-1.6828768847151399,0.28509830467243363,2.195996329214832,0.9253025965356453
0.13006219033854513,-0.9735517765497115,0.0842805509910513,2.0326298142073895,-1.2001252197763859,1.151714718288694,2.9392107030972037,0.33491860825529607,-1.2007032712670447,0.310201790517632,0.2960967614075234,-2.51466531244131,0.45796266358870147,2.617974032564398,1.705962489763793
-0.09354363031779717,-1.1918750478378999,0.22514015919131558,1.5268090739259887,-1.3157321208328405,1.0176234065714507,2.246339344299971,1.4708003927828641,-1.0304169369019003,0.2384497813098122,-0.8332902108956052,-2.242788521859313,1.0086341714046074,2.8691367732546915,1.906849008821163
-0.12669155311457797,-1.6521758886446303,-0.057135295119400215,0.9696090377281369,-1.4818871090903525,0.6645516273259958,1.5588850653051713,2.216198898416421,-1.0905366061448507,0.4200342499211839,-2.13757609904333,-1.9597006633990623,1.9019188150283817,2.1506721578337564,2.102268502870397
0.1571934265040425,-2.2438811326610746,-0.2955424199223762,0.1401742180633645,-1.783601203555887,0.9327925349849371,1.544027948305559,2.733175958050154,-1.048931106399919,0.11438156135444,-3.2331974064242446,-1.369244784540479,1.9386750036354126,1.529948887919571,2.7968714277210776
0.6328874990276292,-1.900749387226048,0.13641045434366333,-0.26587248072242714,-1.4718592106596797,0.785525584965859,0.8873098514166342,3.140167507103624,-0.5450757941929316,-0.32552615974032356,-3.8370467783213504,-1.3343895102899526,2.3700457369864134,1.0193201799792762,2.9681222990672107
1.0266358150724844,-1.404288232368371,-0.10404926525509442,-0.7252257800648519,-1.269174225119778,0.4945868820106871,0.3597973125863059,3.7947469805670995,-0.2740905601343252,-0.382757367155698,-3.5762846604423024,-1.17337234100795,2.1484040919980423,0.6046614299533922,2.968175684897597
1.0861873247488738,-0.9961756294485513,-0.6553550123786399,-0.6044510607207745,-0.9442593640458803,0.10779645190027005,-0.24299217396049277,3.7708405594622376,-0.10852771952524828,-0.7610812939400348,-3.5648450555645015,-1.0299086791718075,2.030433478188189,0.5588140614857856,2.816466928061598
0.939299041781071,-1.0226376625300078,0.03892889797854965,-0.8416031835628477,-0.5880693920541966,-0.1999395723119192,-0.7336187846435687,3.3937913619127524,0.5248007371496893,-0.8711550051703104,-3.810272877698884,-0.6558432347588249,2.429062085963998,0.28770339767203995,2.247073844260867
1.1220690092638435,-0.41208478348082933,0.18274349429907455,-1.5877218918991,-0.13943189424596913,-0.2327780034784342,-0.7474738852752119,2.789927623062371,0.5151055492408334,-0.6466479083942666,-3.4686178794759446,-0.1634985166456564,2.232352162505718,0.28749846300261095,1.852036820064518
0.966817407527041,0.08983146964767977,0.003526546839561606,-1.460969550679589,0.006075174474890477,-0.9024325200387024,-1.1543957842326098,2.388811629173147,0.6427723598021635,-0.34319220542816975,-2.9912795211072063,0.17942783539924834,4.638610483513563,-0.7617074012108077,0.2178127364178214
