0.000,0.334,0.000,0.000,0.000,0.245,0.000
0.334,0.000,0.132,0.000,0.000,0.000,0.000
0.000,0.132,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.245,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000

0.499,0.000,0.124,0.000,0.268,-0.158,0.240
0.000,0.463,0.194,0.000,0.000,0.000,0.000
0.000,0.000,0.730,0.000,-0.121,0.000,0.000
0.000,0.000,0.000,0.707,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.440,0.000,0.154
0.000,-0.119,0.000,0.000,0.000,0.473,0.135
0.000,0.000,0.000,0.000,0.000,0.000,0.666

0.000,0.000,0.209,0.000,0.000,-0.124,-0.124
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.183,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.147,0.000,0.000,-0.163,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.158,0.000,0.000

0.433,0.000,0.000,0.000,-0.124,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,-0.145,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.258,0.000,0.000,0.000,0.183,0.000,0.000
-0.119,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,-0.138,0.000
