0.000,0.334,0.000,0.000,0.000,0.000,0.000
0.334,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000

0.499,0.000,0.000,0.000,0.268,0.000,0.240
0.000,0.463,0.194,0.000,0.000,0.000,0.000
0.000,0.000,0.730,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.707,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.440,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.473,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.666

0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,-0.163,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.158,0.000,0.000

0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.258,0.000,0.000,0.000,0.183,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
