0.000,0.000,0.000,-0.003,0.000,0.000,0.000
13.411,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.015,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000

0.452,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.538,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.954,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.943,0.000,0.000,0.000
35.137,0.000,0.000,0.000,0.403,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.648,0.000
14.011,0.000,0.000,0.000,0.000,0.000,0.790
