0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.035,0.000,0.000,0.000,0.066,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,-0.049,-0.450,0.000,0.000,0.000,0.000,0.000,0.000,-0.068,0.000,0.000,0.000,0.000,0.000,0.000,-0.099,0.000,0.000,0.000
0.000,0.335,-0.418,-0.179,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.037,0.163,0.000,0.000,0.000,0.053,0.000,0.000,0.025
0.000,0.000,0.000,-0.098,0.000,0.000,0.000,0.000,0.000,0.000,-0.061,0.000,0.000,0.000,-0.047,0.000,0.000,0.000,0.000,0.000
0.200,0.000,0.251,0.000,0.331,0.232,0.000,-0.642,0.000,0.165,0.000,0.000,0.000,0.000,0.000,0.496,-0.123,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,-0.088,0.000,0.000,0.000,0.000,0.000,0.000,-0.090,-0.197,0.000,0.000,0.000,0.000,-0.159,0.000,0.092,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.153,0.000,0.087,0.296,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.050,0.000,-0.158,-0.173,0.000,0.000,0.000,0.000,0.000,0.000,0.237,0.000,0.296,0.000,0.000,0.000,0.000,0.000,0.000,0.061
0.000,0.000,0.000,-0.128,0.000,0.000,0.000,0.000,0.000,-0.029,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.042,0.000,-0.327,0.000,0.127,0.000,0.000,0.000,0.000,0.000,0.000,-0.102,0.222,0.000,0.000,-0.312,0.000,0.000,-0.030,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.121,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.119,0.000,-0.427,0.000,0.000,0.000,0.000,0.000,-0.068,-0.348,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,-0.236,-0.164,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.255,0.000,0.000,0.000,0.000,0.000
0.000,0.000,-0.247,0.183,0.000,0.000,0.000,0.000,0.183,0.000,-0.060,-0.064,0.000,0.000,0.000,0.143,0.000,0.000,-0.125,-0.211
0.000,0.000,0.000,0.244,0.000,0.000,-0.254,-0.066,0.000,-0.516,0.000,-0.258,-0.033,-0.119,0.000,0.000,0.075,-0.131,0.000,0.000
0.000,0.414,0.000,-0.085,0.000,0.069,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.362,0.000,0.000,0.000

0.594,0.000,0.000,0.000,0.277,-0.131,0.000,0.000,0.000,0.000,-0.081,0.000,0.000,0.000,0.000,0.000,0.091,0.355,0.000,0.000
0.000,0.519,0.000,0.202,0.000,0.000,-0.050,0.000,0.000,0.161,0.000,0.000,0.000,0.000,-0.169,0.000,0.000,-0.305,0.000,-0.213
0.000,-0.057,0.661,-0.226,0.000,0.000,0.068,0.286,0.144,0.000,0.083,0.055,0.000,0.000,0.000,0.311,0.168,0.190,0.000,0.000
0.000,0.166,0.060,0.466,0.000,0.055,0.165,0.154,0.102,0.000,0.315,0.000,0.000,0.000,-0.312,0.038,0.000,0.000,0.000,0.000
0.000,-0.108,0.357,0.051,0.627,0.000,0.116,0.000,0.000,0.000,0.000,0.037,-0.113,0.000,0.057,-0.056,0.291,0.000,0.000,-0.333
0.000,0.000,0.000,0.067,0.000,0.717,0.000,0.000,0.223,-0.114,0.000,0.000,0.000,-0.212,0.000,0.000,0.000,0.000,0.327,0.000
0.000,0.000,-0.218,0.000,-0.159,-0.110,0.519,0.198,-0.089,-0.267,0.026,-0.121,0.000,0.000,0.000,-0.276,0.243,0.000,0.000,0.000
0.000,0.000,0.000,0.000,-0.049,0.000,0.000,0.560,0.000,-0.345,0.000,0.103,0.000,0.000,0.000,0.000,0.111,-0.075,0.000,0.000
0.000,0.047,0.000,0.000,0.000,-0.128,-0.098,0.088,0.355,0.000,0.000,0.215,0.113,0.087,0.000,0.085,0.000,-0.229,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.114,-0.229,0.545,0.000,0.000,-0.074,-0.078,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.106,-0.050,0.239,0.000,-0.087,0.064,0.479,-0.300,0.000,0.000,-0.370,0.000,0.063,0.131,0.167,0.000
-0.056,0.000,0.000,0.071,0.000,0.000,0.000,0.000,0.000,0.000,-0.200,0.705,-0.168,0.160,0.000,0.000,0.104,-0.045,0.000,0.000
