x0,x1,x2,x3,x4
-0.2718,-0.2121,0.3769,0.2025,-0.216
-0.3788,0.0417,0.6277,0.3192,-0.5319
0.0661,-0.2903,0.3671,0.3087,-0.8544
0.1361,-0.2919,-0.031,0.1029,-0.9536
0.0234,-0.3169,-0.0639,0.1105,-0.5103
-0.093,-0.2171,-0.0453,0.0891,-0.379
-0.1049,-0.0706,-0.3118,0.1354,0.1404
-0.12,0.0921,-0.3397,0.3297,0.0183
-0.1751,-0.4639,-0.229,0.2257,0.5641
-0.087,-0.8229,-0.4949,0.2452,0.0107
-0.1994,-0.7153,-0.2947,0.2042,0.3561
-0.3023,-0.352,-0.536,0.2861,0.1674
-0.283,-0.695,-0.3964,0.3337,0.0677
-0.1062,-0.6398,-0.2085,0.3287,0.4346
-0.236,-0.5864,-0.1011,0.3026,0.3558
-0.241,-0.5599,0.0886,0.3813,0.1322
-0.4193,-0.4496,0.2215,0.6571,0.1078
-0.5473,-0.629,-0.2536,0.6299,-0.1001
-0.2801,-0.4406,-0.1651,0.399,0.1313
-0.3038,-0.1974,0.3818,0.4622,-0.4011
-0.2805,-0.2719,0.541,0.3645,-0.6303
-0.4852,-0.4392,-0.2234,0.6277,-0.7493
-0.3543,-0.4957,-0.3459,0.7342,-0.5011
-0.6587,-0.2833,-0.0069,0.5636,-0.5355
-0.5978,-0.0755,-0.1271,0.4638,-0.035
-0.4089,-0.0557,0.0335,0.5005,-0.0571
-0.2079,-0.169,0.0328,0.4328,-0.0311
-0.12,-0.3925,-0.1596,0.4565,-0.0087
-0.2247,-0.182,-0.0024,0.4798,-0.1041
-0.4667,-0.6831,0.4853,0.6471,-0.1849
-0.343,-0.7297,-0.0596,0.5235,-0.2514
-0.3451,-1.1412,-0.2221,0.528,0.0312
-0.3621,-0.7363,-0.0938,0.5626,0.1076
-0.3454,-1.4627,0.1256,0.5324,-0.0023
-0.3235,-1.3743,-0.2451,0.526,-0.0599
-0.2438,-1.1586,-0.0341,0.6151,-0.3783
-0.3195,-0.9717,-0.0222,0.5141,-0.5337
-0.3601,-1.0221,0.2454,0.6003,-0.1555
