x0,x1,x2,x3,x4
-0.0283,0.2545,0.3136,0.2546,-0.3611
-0.0816,-0.1378,0.7307,0.3686,-0.4176
-0.1677,-0.2635,0.7524,0.3091,-0.9621
-0.1657,-0.2436,0.5184,0.3292,-0.84
-0.4099,-0.174,0.6653,0.408,-0.2269
-0.3287,-0.1884,0.4338,0.4252,-0.1065
-1.1334,-0.2262,0.8556,0.3839,-0.2883
-0.7454,-0.4079,0.8324,0.3839,-0.6083
-0.5086,-0.2508,0.7341,0.3972,-0.7202
-0.509,-0.3652,0.6446,0.1981,-0.4234
-0.6129,-0.2575,0.5657,0.4399,-0.3503
-0.1828,-0.3303,0.4021,0.3355,-0.5305
-0.2084,-0.5644,0.52,0.393,0.0314
-0.1583,-0.3864,0.0313,0.455,0.1022
-0.3158,-0.7318,0.2728,0.3774,-0.0008
-0.4672,-0.4638,0.2934,0.447,0.2404
-0.1313,-0.2306,0.0998,0.9962,0.2254
-0.2473,-0.369,0.5544,0.7398,-0.6709
-0.3402,-0.4123,0.6252,0.4994,-0.5688
-0.1166,-0.353,0.4732,0.4645,-0.3898
0.0618,-0.2732,0.5049,0.6724,-0.2316
0.3119,-0.37,0.5938,0.4753,-0.1152
0.379,-0.332,0.5979,0.5297,0.0602
0.1492,-0.3112,0.6691,0.4619,0.3125
0.0635,-0.0927,0.4735,0.4739,0.1473
0.3296,-0.1423,0.4474,0.3588,-0.1651
0.4288,-0.264,0.2658,0.4678,-0.3188
0.2734,0.0408,-0.0161,0.4388,-0.0592
0.2744,-0.1346,-0.0238,0.4252,0.0557
-0.0251,-0.2361,-0.0821,0.5859,-0.1025
0.313,-0.2636,-0.2798,0.5682,-0.4117
-0.0138,-0.2697,0.1896,0.5443,0.0461
-0.1508,-0.4177,0.3479,0.3912,0.2995
-0.2597,-0.1901,0.3684,0.5594,-0.1872
0.0157,-0.3289,0.7382,0.3902,0.0435
-0.1526,-0.1908,0.3326,0.5254,-0.4846
0.0621,-0.2053,0.3492,0.6327,-0.5663
0.1273,-0.3497,0.3028,0.5534,-0.5164
-0.0994,-0.5048,0.2942,0.733,0.0561
-0.039,-0.5314,0.4498,0.4697,0.3402
0.0548,-0.5591,0.2887,0.4657,0.0401
0.053,-0.3051,0.5265,0.5496,0.3864
