Date,40_Pound_Block_Cheese_Price,500_Pound_Barrel_Cheese_Price,Butter_Price,Dry_Whey_Price,Nonfat_Dry_Milk_Price
2023-01-01,1.3316298932661794,1.5950048574181503,1.4827923632848854,0.6386979062213589,1.273982826512892
2023-01-08,1.410342270354149,1.4394300268287483,1.4224376795018072,0.5794222426697075,1.277723809486226
2023-01-15,1.2345935105821675,1.4338329134977545,1.4832706361048613,0.5934883387842146,1.1956627036119005
2023-01-22,1.1086875149463853,1.3381535533046764,1.4694405328190219,0.5967554767829636,1.0934664616028857
2023-01-29,1.0450878640440309,1.171925497669787,1.6145176023333816,0.544521050099814,1.1753941046186864
2023-02-05,1.2098784079571157,1.1729020825409213,1.73206686379702,0.5215923284677155,1.1719978642695048
2023-02-12,1.2983065062518195,1.1513842188782222,1.7474465686231406,0.4971340100163094,1.2683615764858929
2023-02-19,1.2349207436193295,1.0880382488317513,1.7907211337594482,0.443332405612862,1.3793073387556951
2023-02-26,1.2616796729001991,0.9978646336095939,1.9321216546838014,0.43827156550937274,1.405787250527803
2023-03-05,1.2590823348360956,0.9983894234159927,1.9632675230085412,0.35262644929361353,1.4345403731074284
2023-03-12,1.2670348537113003,1.06133090041907,2.1019559471309313,0.4285190535250613,1.4659260945777361
2023-03-19,1.396133450671506,1.0979382000858637,2.2312299711963477,0.430240130585573,1.4774874117244234
2023-03-26,1.3094820714946704,1.1451224838607355,2.203510661352842,0.4263774816485268,1.508505856389419
2023-04-02,1.4032289864374659,1.2338138149386886,2.340057163803557,0.45915311339947157,1.687172673242154
2023-04-09,1.4264606848684878,1.1796263446623103,2.359374938533753,0.5216365876298361,1.6901812694568656
2023-04-16,1.5211005967016564,1.2187939779615324,2.410844727864986,0.5485516583146728,1.6223765676961317
2023-04-23,1.4476893280838483,1.4092606535107337,2.3407396128257254,0.5389210484588607,1.6264213577806552
2023-04-30,1.2630404805714512,1.452337654784673,2.4729612201545486,0.6063317850870604,1.5845854181709889
2023-05-07,1.2116234906167287,1.2511960399574618,2.466891559035473,0.6423174498873434,1.5592121196352733
2023-05-14,1.1547151845547423,1.2226569709470925,2.64622879901882,0.6385663183256989,1.5682927381399854
2023-05-21,1.0538442269792783,1.3543971256860114,2.702169041558377,0.6092886443198682,1.5425664471313296
2023-05-28,0.863105602325666,1.2405672797163938,2.654446762881727,0.5492836746920755,1.4666522964627686
2023-06-04,0.6720617482627228,1.0552645947653705,2.6494948888322254,0.5398633080755106,1.51095142870945
2023-06-11,0.8037297288338159,1.0430739792602448,2.778221692461753,0.5114260430727133,1.433713124579586
2023-06-18,0.8165934632956388,0.9577407776103046,2.849966439064763,0.5266226234620678,1.3768687163631328
2023-06-25,0.964003730050413,1.0131046979691454,2.877290179730894,0.5247367340430764,1.4151418644909033
2023-07-02,1.1362298193942701,1.196904261454118,2.9274738644282587,0.5102084182635381,1.4379198006132619
2023-07-09,1.186040340450046,1.0521740733044522,2.9144604205623277,0.5182881413016759,1.4495307117181635
2023-07-16,1.244704157731044,1.0898895800709558,2.9765008140711644,0.5756881661377524,1.4499208689529688
2023-07-23,1.2549480936125055,1.1011974501607986,3.0180239728977853,0.4924404539125259,1.4109227827824027
2023-07-30,1.2269144634190006,1.17812839416167,3.070044551552095,0.3751474932697,1.4295879507837301
2023-08-06,1.1727905029313872,1.2104712540725902,3.1048177602519567,0.3111499934686464,1.4374096953083466
2023-08-13,1.1420547817624676,1.1740581311807023,3.2130889616441474,0.23552508470971797,1.4421774299724501
2023-08-20,1.1091459860206723,1.158706704341009,3.2778841821790685,0.15527512966744614,1.3802605262561523
2023-08-27,1.2893528369049707,1.2304535145136124,3.469608762050078,0.15989263828783315,1.3574650950751
2023-09-03,1.304338391887931,1.2262153143642776,3.5234954621756525,0.14993903483995902,1.394641243700403
2023-09-10,1.484701754035503,1.2688641675704735,3.522562773883588,0.07693537595352318,1.5588741352736282
2023-09-17,1.5038223052741189,1.2821357622047054,3.5407268512668155,0.13297762556704174,1.5725468828441893
2023-09-24,1.5793908202439264,1.4162537480640534,3.5061168346510163,0.16219739185796983,1.6506574740141804
2023-10-01,1.5231820844497137,1.1937316894216243,3.424985511443069,0.14099768621758696,1.7717066828473278
2023-10-08,1.502432480744301,1.1563791245735828,3.395298011600729,0.0717559801359043,1.498153786076268
2023-10-15,1.5980570673193533,1.3408718604381804,3.493757064502576,0.05112786968572889,1.5932904780173975
2023-10-22,1.6238446961964634,1.2855563868910076,3.5895080798562464,0.013681453058454592,1.5629322286389724
2023-10-29,1.5547601411827299,1.3460298476159236,3.7532104759531646,0.0027380070591364936,1.5154979235286083
2023-11-05,1.4573507264463412,1.2938832137591096,3.9237713384204396,0.046826586465346605,1.54377460344365
2023-11-12,1.5182753277646546,1.4018215868240205,3.9248080298653503,0.0009137663882327285,1.4666195791633676
2023-11-19,1.46461744565423,1.4305076251922741,3.876880459472332,0.0034776824331884323,1.5800730599575097
2023-11-26,1.6203133549995166,1.4958744920645548,3.9345727765176295,0.01537754108036859,1.4980711994143139
2023-12-03,1.663154898994266,1.5173428395471809,3.961672704526209,0.11455471703710726,1.596999413104244
2023-12-10,1.5570759000033783,1.5730838919876116,4.046508587543052,0.0028537950001689127,1.5900340229020706
2023-12-17,1.744912666871973,1.611642336458534,3.9436186404007656,0.01224563334359865,1.4812649724166027
2023-12-24,1.8085831881581569,1.6533090374773116,3.9753027803116465,0.015429159407907844,1.4460040762058037
