x0,x1,x2,x3,x4
0.8343,1.0328,-1.1721,-0.4282,1.405
1.0402,1.0311,-1.0853,-0.5983,1.116
0.873,0.975,-1.1031,-0.5365,0.9431
0.8688,0.9341,-1.2263,-0.8554,0.8836
0.9788,1.1221,-1.269,-0.6553,0.8932
0.9012,1.0759,-1.1611,-0.652,0.9035
0.9573,0.995,-2.1962,-0.5302,0.8638
0.9451,1.1276,-1.5545,-0.4437,1.1899
0.9312,0.8487,-2.0338,-0.5839,1.2127
1.0154,0.7105,-1.9358,-0.7691,1.3349
1.041,0.8374,-1.9401,-0.7771,1.4292
1.0306,1.4562,-1.9295,-0.9624,1.21
1.538,1.6021,-2.051,-0.9551,1.362
1.3774,1.4695,-2.031,-0.6759,1.2868
1.281,1.2077,-2.0245,-0.8567,1.3776
1.2262,1.6133,-2.0328,-0.7533,1.6958
1.0817,1.4127,-1.766,-0.609,1.0498
0.9262,1.3864,-1.634,-0.6519,1.3
0.6549,1.3215,-1.0175,-0.6821,1.1852
0.7684,1.5087,-1.031,-0.591,1.049
0.9081,1.353,-1.1914,-0.6343,1.031
1.1283,1.3972,-1.5418,-0.4887,1.0865
1.0567,1.113,-1.4265,-0.5478,1.1567
0.9494,1.2938,-1.132,-0.3974,1.1856
0.7929,1.042,-1.2534,-0.2355,0.9615
1.1294,0.917,-1.1203,-0.2801,1.0804
1.1729,1.0191,-1.2009,-1.2116,0.9232
1.4738,1.9894,-1.1996,-0.7487,1.0203
1.4463,1.8367,-1.3339,-0.6277,1.1603
1.3384,1.6611,-1.0985,-0.4559,1.304
1.4096,1.6237,-1.7009,-0.5913,1.001
1.2495,1.5462,-1.6587,-0.6237,1.152
1.1775,1.3054,-2.069,-0.4073,1.4037
1.1865,1.2516,-2.23,-0.488,1.6184
1.1956,0.9685,-1.8705,-0.178,1.666
0.9889,0.5586,-1.4493,-0.1277,1.7855
0.8992,0.6135,-1.4056,-0.3179,1.6682
0.9619,0.67,-1.4452,-0.4898,1.4277
1.0196,0.9294,-1.6018,-0.4191,1.4465
0.8912,0.9504,-1.5415,-0.2863,1.366
0.7071,1.1752,-1.2584,-0.3121,1.5397
0.5962,1.2636,-1.0097,-0.0372,1.3072
0.2353,1.0524,-0.9609,0.1805,1.3128
0.2667,0.873,-0.6636,0.1659,1.3255
0.0837,0.5532,-0.5107,0.1521,1.1956
-0.0081,0.4933,-0.4402,0.3404,0.9133
-0.1087,0.4141,-0.2478,0.1124,0.7664
-0.3312,0.8502,0.0647,0.0499,0.5341
-0.0472,0.6306,0.9988,-0.0047,0.2598
-0.0293,0.6725,0.9172,-0.1705,-0.0982
-0.129,0.9308,0.6988,-0.0056,-0.3451
0.0245,0.8631,0.6887,-0.0413,-0.4148
-0.4741,0.5854,0.7017,0.2048,-0.6789
-0.6395,0.3349,0.9229,0.3859,-0.8023
-0.7622,0.0788,1.221,0.2661,-0.9036
-0.5973,0.0472,1.4067,0.4341,-1.1951
-0.6483,-0.0739,1.264,-0.2752,-1.3856
-0.8353,-0.0249,0.7116,-0.1841,-1.4672
-0.4614,-0.0538,0.6505,-0.043,-1.2229
-0.445,-0.2132,0.4569,-0.4593,-1.049
-0.295,-0.172,0.4719,-0.5025,-1.0473
-0.0007,-0.0257,0.2721,-0.4345,-0.9725
0.045,-0.1002,0.0467,-0.5234,-0.759
0.1947,-0.0142,-0.2718,-0.2393,-0.8401
0.1937,-0.0467,-0.1157,-0.338,-0.5541
0.2666,-0.0933,-0.1688,-0.3042,-0.4392
0.2233,0.0804,-0.6344,-0.4366,-0.177
0.5187,0.3511,-0.7693,-0.6576,0.1875
0.4691,0.4759,-1.0324,-0.4351,0.2044
0.2998,0.4916,-0.9698,-0.5898,0.4697
0.3423,0.6823,-0.804,-0.1896,0.5383
0.1421,0.5754,-0.5968,-0.2296,0.6394
0.0755,0.2819,-0.4788,-0.3083,0.5748
0.0785,0.2687,-0.6225,-0.3383,0.4868
-0.0862,0.6299,-0.5645,-0.3502,0.3739
0.0301,0.5759,-0.4948,-0.5565,0.4883
0.1284,0.4767,-0.6804,-0.6326,0.3975
0.0397,0.4689,0.2381,-0.4444,0.2661
0.0865,0.2004,0.2568,-0.5824,0.0291
0.1949,0.5147,0.2723,-0.4966,-0.0164
0.0176,0.4876,0.053,-0.4445,-0.2519
0.1284,0.3726,-0.0091,-0.4708,-0.1045
0.1496,0.3137,0.1556,-0.8549,0.0894
-0.2374,0.7302,-0.0101,-0.8645,-0.0385
0.0903,0.9617,-0.4274,-0.6362,-0.1018
0.3491,1.1241,-0.831,-0.3959,0.0152
0.278,1.2854,-0.7802,-0.7832,0.0812
0.5136,1.4021,-1.0616,-0.83,0.4162
0.427,1.6978,-1.1915,-0.5972,0.3696
0.4604,1.599,-1.1988,-0.4227,0.4729
0.4864,1.4716,-1.0811,-0.4508,0.6252
0.3447,1.5061,-0.8975,-0.2251,0.8141
0.3049,1.5305,-0.9063,-0.4919,0.6855
0.2139,1.6175,-0.9173,-0.4015,0.6177
0.2752,1.7267,-0.8013,-0.6866,0.6354
0.3613,1.5989,-0.8949,-0.83,0.6105
0.5517,1.5333,-1.1285,-0.6394,0.6291
0.509,1.6048,-1.3378,-0.249,0.4257
0.446,1.7988,-1.439,-0.2237,0.5914
0.3786,1.6207,-0.9052,-0.2596,0.8101
0.393,1.4644,-0.7157,-0.3701,0.6483
0.3947,1.164,-0.3766,-0.4339,0.4177
0.3521,1.3157,-0.5126,-0.2285,0.2713
0.2209,1.0968,-0.41,0.0314,0.388
0.1176,0.7766,-0.2048,-0.4984,0.3392
0.0416,0.8722,-0.2464,-0.4235,0.1483
0.0577,0.2073,-0.9071,-0.5113,0.044
0.171,0.5577,-1.511,-0.1278,0.2001
0.2005,0.1763,-1.4575,-0.2912,0.591
0.1671,0.2419,-1.2303,-0.2721,0.7935
0.0926,0.3088,-1.0007,0.2522,0.7065
-0.0129,0.305,-0.6733,0.043,0.4305
-0.0198,0.3288,-0.2809,0.1044,0.2842
-0.1931,0.4207,0.1387,-0.2726,0.0056
-0.0632,0.3401,-0.1114,-0.3213,-0.0543
-0.0047,0.2932,-0.2848,-0.1217,-0.2372
-0.1979,0.0513,-0.2589,-0.0876,-0.3732
-0.4102,0.2142,-0.4255,0.0331,-0.4161
-0.4452,0.2407,-0.7352,0.4449,-0.4157
-0.3576,0.0229,-0.0447,0.2001,-0.2439
-0.3335,0.1627,0.1754,0.1496,-0.3636
-0.4329,0.1816,0.2015,0.1214,-0.5858
-0.1997,0.0489,0.4141,-0.044,-0.5538
-0.4028,0.1647,0.4063,0.1732,-0.7812
-0.423,-0.0748,0.0918,-0.1315,-0.9371
-0.4894,-0.0145,0.1739,0.0795,-1.0048
-0.3632,0.2264,0.1935,0.1552,-0.9551
-0.6168,0.2867,-0.0024,0.2687,-1.1515
-0.5297,0.0528,0.0362,0.0624,-1.2589
-0.4794,0.2315,0.057,0.1065,-1.1315
-0.3297,0.2497,-0.3118,0.2685,-1.0637
-0.2309,0.1838,-0.0895,0.1458,-0.9661
-0.2557,0.3088,0.1231,-0.1254,-0.8462
-0.1614,0.5842,0.1097,0.0618,-0.9191
-0.2277,0.3968,-0.1513,-0.0173,-0.9776
-0.2844,0.5731,-0.0323,0.0361,-0.9208
-0.3999,0.5712,-0.5473,0.3245,-1.1884
-0.398,0.6601,-0.271,0.1768,-1.0022
-0.5855,0.5146,-0.1616,0.0776,-0.6958
-0.3288,0.5783,-0.1604,-0.0841,-0.5533
-0.3581,0.5947,-0.2312,-0.1421,-0.7976
-0.5175,0.5814,0.0568,-0.0647,-0.8667
-0.5512,0.6761,-0.0044,0.2915,-0.9705
-0.5322,0.6001,0.2407,0.327,-1.1273
-0.4157,0.5068,0.3123,0.2539,-1.1797
-0.5477,0.7088,0.5515,0.3337,-1.294
-0.7322,0.6777,0.0196,0.3756,-1.4973
-0.8203,0.6948,0.0026,0.2456,-1.5348
-1.0938,0.3552,0.1936,0.3396,-1.5471
-0.9009,0.3274,0.6368,0.6078,-1.5559
-0.8161,0.3938,0.7063,0.7938,-1.5536
-1.0844,0.1326,0.8293,0.5692,-1.6675
-0.8827,0.1738,0.7507,0.6234,-1.6433
-1.0975,0.0844,0.9284,0.3738,-1.7876
-1.3568,-0.0121,0.4785,0.1949,-2.0472
-1.1376,0.2865,0.4041,0.2377,-1.9521
-1.1279,0.0844,0.1873,0.6065,-1.5325
-1.1325,-0.0197,0.6797,0.7658,-1.4724
-1.1506,-0.1321,0.8395,0.3468,-1.6241
-1.2035,0.1055,1.0353,0.3668,-1.6366
-1.2099,0.1336,0.9383,0.1544,-1.6857
-1.2725,0.1857,1.2269,0.0195,-1.9202
-1.1766,0.3505,0.9548,0.0736,-1.9669
-1.1845,0.3522,0.613,0.2484,-1.9057
-1.2612,0.0758,0.1974,0.2739,-1.8509
-1.567,0.1735,0.5381,-0.0194,-1.7038
-1.2921,0.1201,0.7107,-0.2179,-1.6193
-0.996,0.425,0.4318,-0.3246,-1.6616
-0.7598,0.4411,0.6333,-0.1223,-1.6974
-0.792,0.421,0.2498,-0.2331,-1.5866
-0.5714,0.105,0.443,-0.0599,-1.3038
-0.3646,-0.2097,0.8053,-0.2477,-1.2666
-0.2243,0.0192,0.4898,-0.2967,-1.2981
-0.1456,0.2613,0.2316,-0.1401,-1.4688
-0.4027,0.5965,0.2302,-0.3471,-1.1808
-0.2936,0.2542,-0.0193,-0.2358,-0.9284
-0.3715,0.372,0.0804,-0.1562,-0.809
-0.5386,0.6594,-0.0989,0.135,-0.8002
-0.5609,0.6992,-0.5304,-0.0736,-0.7989
-0.4689,0.6618,-0.7845,-0.589,-0.6704
-0.5476,0.7459,-0.7446,-0.7711,-0.3634
-0.521,0.8499,-1.0052,-0.5665,-0.4192
-0.1655,1.1149,-1.1763,-0.7191,-0.2826
0.2413,0.836,-1.8775,-0.762,0.0367
0.3032,1.0082,-1.934,-0.4989,0.3397
0.4143,1.015,-1.8186,-0.4245,0.7659
0.5316,1.2801,-1.7451,-0.3598,0.885
0.3859,1.185,-1.556,-0.3458,0.7671
0.3337,1.0664,-1.6348,-0.5709,0.7494
0.2688,1.1571,-1.7205,-0.5641,0.7441
0.3321,1.473,-1.3555,-0.5953,0.7426
0.4058,1.7997,-1.403,-0.5664,0.4107
0.4036,1.74,-1.6347,-0.5678,0.5886
0.3785,1.7196,-1.9703,-0.3115,0.2149
-0.0015,1.6271,-1.8151,-0.1486,0.5274
-0.1322,1.1319,-1.5203,0.0332,0.6938
0.1731,1.1608,-1.2138,-0.3151,0.4605
-0.086,1.2844,-1.1422,-0.2969,0.3362
-0.1534,1.5441,-1.4046,-0.3544,0.1863
-0.1445,1.6047,-1.4504,-0.3289,0.2273
0.0287,1.6499,-1.4062,-0.3548,0.3378
0.1773,1.7912,-1.3615,-0.286,0.3816
0.0536,1.8408,-1.5126,-0.4911,0.5656
0.1361,1.9734,-1.8242,-0.3824,0.7563
0.2602,1.9864,-2.2346,-0.3149,0.5879
0.2204,2.2,-2.0109,-0.3944,0.6514
0.2264,2.2772,-2.5739,-0.516,0.2752
0.4559,2.2322,-2.4976,-0.5433,0.6058
0.4606,2.0403,-2.2044,-0.9318,0.8312
0.6457,2.3787,-2.5694,-0.5301,0.8323
0.5965,2.3545,-2.7361,-0.2204,0.9246
0.3524,2.6829,-2.5281,-0.3143,1.0096
0.3479,1.9717,-2.5107,-0.4141,1.0173
0.3795,2.0316,-1.7862,-0.4249,1.0895
0.536,2.1903,-2.3738,-0.35,0.5515
0.4435,2.1747,-2.5872,0.2245,0.6004
0.3817,1.5251,-2.2583,0.1377,0.7663
0.2892,1.4606,-1.8935,-0.0211,0.668
0.2812,1.3363,-1.619,-0.4766,0.5982
0.1354,1.6034,-1.7736,-0.4264,0.4651
0.1813,1.7139,-1.9324,-0.3727,0.4434
0.2607,1.9727,-1.9948,-0.3255,0.5769
0.0977,1.8426,-1.8757,-0.2111,0.4385
-0.1004,1.4706,-1.9788,0.2067,0.6291
-0.0294,1.3094,-2.1869,-0.0277,0.8411
-0.1302,1.5904,-2.109,-0.2496,0.7114
0.0458,1.5083,-1.7215,-0.4123,0.6991
0.1822,1.7681,-2.0663,-0.2359,0.5422
0.1541,1.7774,-1.638,-0.0774,0.5715
0.302,1.7806,-1.7291,0.0894,0.4775
0.2647,1.9911,-1.793,0.1896,0.4211
-0.047,1.6674,-1.644,0.427,0.439
-0.0882,1.2818,-1.0874,0.4481,0.3201
-0.0518,1.2125,-1.0166,0.6104,0.2922
-0.2368,1.3255,-1.2633,0.1728,0.187
-0.2454,1.7571,-1.2335,0.0729,0.3384
-0.2163,1.7771,-1.8743,0.3614,0.3685
-0.1249,1.5267,-2.3351,0.2376,0.5381
-0.1981,1.6433,-1.7185,0.2721,0.8041
-0.2748,1.4014,-1.4328,-0.0831,0.7575
0.017,1.7,-1.55,-0.0577,0.1883
-0.1117,1.3583,-1.2877,0.0926,0.2878
-0.2169,1.2483,-1.0152,-0.0679,0.2133
-0.1563,1.6041,-1.2062,0.2113,0.1017
-0.1496,1.4285,-1.7322,-0.0195,0.0492
-0.0771,1.6702,-1.7154,0.3213,0.186
-0.3273,1.7938,-1.3303,0.1209,0.2706
-0.238,1.8542,-1.3543,0.1426,0.2156
-0.3521,1.5661,-1.2411,0.299,0.1007
-0.269,1.4641,-1.1816,0.261,0.1101
-0.3074,1.0223,-1.2976,-0.0741,0.2149
-0.2981,0.9947,-1.2712,-0.3003,0.1518
-0.4182,1.165,-1.2271,-0.0382,0.0964
