0.000,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.159,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.023,0.128,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.057,0.122,-0.167,0.000,0.000,0.000,0.052,0.000,0.000,0.054,0.000,0.000,0.000,0.000
0.000,-0.042,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.473,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,-0.048,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000
0.300,0.000,0.429,0.000,0.240,-0.092,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.299,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.040,0.000,0.051,0.000,0.000,0.000,0.281,0.000,0.000,0.000,0.000,-0.129,-0.060,0.000,0.000
0.000,0.000,0.000,-0.055,0.000,0.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.285,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.076,0.044,0.000,0.000,0.000,0.000,0.000,0.000,0.270,-0.052,0.000,-0.447,0.000,0.000,0.000
0.000,0.000,0.107,-0.061,-0.402,0.299,0.000,0.000,-0.336,0.000,-0.099,-0.064,-0.294,0.000,0.000

0.735,0.000,0.000,0.000,0.000,0.000,0.302,0.000,-0.135,0.000,-0.204,0.000,0.000,-0.428,0.000
0.000,0.757,0.000,0.000,0.000,0.000,0.000,0.000,0.055,0.000,0.000,-0.118,0.000,-0.249,0.000
0.000,-0.211,0.464,0.090,0.000,0.000,0.000,0.000,0.000,-0.210,0.000,0.000,0.000,0.000,0.000
0.000,-0.077,0.000,0.728,0.000,0.366,0.028,0.000,0.188,0.000,0.285,0.000,-0.125,0.000,0.222
0.000,0.000,0.000,0.000,0.645,0.000,0.000,0.000,0.000,0.000,0.000,-0.023,0.000,-0.093,0.000
0.000,0.000,-0.283,0.271,0.000,0.511,0.000,0.000,0.000,0.247,-0.032,0.000,0.251,0.000,-0.072
0.000,0.000,-0.097,0.000,0.000,-0.119,0.802,-0.244,0.000,0.000,0.000,-0.097,0.211,0.000,0.000
0.052,-0.033,0.167,0.029,-0.362,0.000,0.210,0.875,0.120,-0.046,-0.100,0.000,0.047,0.059,0.180
-0.126,0.000,-0.219,0.000,-0.049,0.000,-0.101,0.000,0.753,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.045,0.000,0.244,0.000,-0.054,0.000,0.000,0.755,0.000,0.000,0.003,0.106,-0.043
0.000,0.057,0.000,0.000,0.017,-0.089,-0.112,0.000,0.085,-0.177,0.973,0.495,0.000,-0.278,0.000
0.000,0.000,0.000,0.000,0.000,-0.375,-0.067,0.000,0.000,0.000,0.000,0.753,0.000,-0.044,0.000
0.000,0.337,-0.113,0.029,0.000,0.000,0.000,0.000,0.000,0.000,-0.260,0.000,0.787,0.375,0.061
0.000,0.000,0.000,0.404,-0.066,0.059,0.000,0.000,-0.040,0.000,0.000,0.221,-0.106,0.708,0.000
0.362,-0.089,-0.141,0.000,0.143,-0.097,0.038,0.000,0.149,-0.081,0.000,-0.033,0.206,0.000,0.795
