0.000,0.079,0.294,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.079,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.176,0.000,0.000,0.112,0.000,0.000,0.000,0.000,-0.126,-0.172,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.346,0.076,0.000,0.000
0.079,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.207,0.000,0.198,0.000,-0.066,0.065,0.000,0.000,0.000,0.000,-0.065,-0.095,0.000,0.000,0.000,0.000,0.080,0.000,0.000,-0.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.245,0.000,0.000,0.082,0.000,0.190,0.000,0.000,0.000,0.000
0.294,0.000,0.000,0.000,-0.070,0.000,0.000,0.000,-0.099,0.000,0.000,0.000,-0.269,-0.081,0.000,0.090,0.000,0.000,0.000,0.000,0.000,-0.113,0.000,0.000,0.000,-0.520,0.000,0.000,0.000,0.000,-0.071,0.000,0.157,-0.082,-0.097,-0.112,0.000,0.000,0.000,-0.065,0.000,0.000,0.067,0.000,0.000,0.000,-0.169,0.000,0.076,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.064,0.323,-0.129,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.087,0.000,0.000,-0.244,0.000,0.000,0.140,0.451,0.214,0.000,0.142,0.000,0.000,0.000,0.000,-0.104,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.064,0.000,0.000,0.000,-0.100,-0.110,0.000
0.000,0.000,-0.070,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.069,-0.069,0.000,-0.074,0.136,0.000,0.000,0.000,0.000,-0.071,0.000,0.000,0.000,0.000,-0.137,0.000,0.000,0.000,0.000,0.125,0.000,0.247,0.000,0.000,0.000,-0.068,0.000,0.174,0.000,0.000,0.073,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.308,0.000,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.093,0.000,-0.065,0.000,0.000,-0.066,0.000,0.000,0.000,-0.068,0.000,-0.097,-0.395,-0.403,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.113,0.000,-0.092,0.000,0.000,-0.090,-0.067,0.000,-0.144,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.308,0.000,0.000,0.000,-0.067,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.138,-0.295,-0.142,0.000,0.000,0.000,0.067,0.115,0.000,0.076,0.000,0.000,0.078,0.000,0.000,0.000,-0.112,0.000,0.000,0.000,-0.109,0.000,0.072,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.254,0.350,-0.117,0.000,-0.195,0.000,0.067,-0.367,0.000,-0.093,0.000,0.000,0.191,0.000,0.000,0.000,0.238,0.000,0.072,0.000,0.154,0.000,0.162,0.000,-0.097,-0.166,0.000,0.000,0.000,0.000,0.000,0.113,0.000,0.000,0.000,0.000,0.000,0.000,0.066,0.000,-0.177,0.000
0.000,0.000,-0.099,-0.064,0.000,0.083,0.000,0.254,0.000,0.090,0.000,0.000,0.000,0.000,0.148,-0.166,0.000,-0.066,0.000,0.000,0.089,-0.298,0.000,0.238,0.139,0.000,0.000,-0.093,0.000,0.000,0.293,0.000,0.000,-0.168,0.000,-0.063,-0.194,0.000,0.000,0.083,0.000,0.161,0.110,0.000,0.000,-0.069,0.143,-0.074,-0.082,0.166
0.000,0.000,0.000,0.323,0.000,0.000,-0.067,0.350,0.090,0.000,-0.401,-0.277,-0.117,0.000,0.112,-0.188,0.000,0.000,0.000,0.000,0.186,-0.382,0.000,0.118,0.314,0.201,0.148,0.075,0.102,0.000,0.000,0.000,0.000,-0.271,0.000,0.000,-0.089,0.071,0.000,-0.113,0.000,0.242,0.000,0.109,-0.069,0.000,0.000,-0.104,-0.311,0.118
0.000,-0.207,0.000,-0.129,0.000,0.000,0.000,-0.117,0.000,-0.401,0.000,0.162,0.000,0.000,-0.085,0.000,0.000,0.000,0.000,0.000,0.000,0.397,0.000,-0.280,-0.451,-0.144,-0.232,-0.166,-0.092,0.000,0.103,0.085,0.000,0.191,0.000,0.102,0.127,0.000,0.000,0.000,-0.105,-0.398,0.000,-0.241,0.000,0.000,0.000,0.103,0.161,-0.141
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.277,0.162,0.000,0.000,0.000,-0.119,0.084,0.000,0.000,0.000,0.000,-0.078,0.107,0.000,0.000,-0.147,0.000,0.000,-0.073,0.000,0.000,0.064,0.000,-0.064,0.122,0.000,0.000,0.105,-0.086,0.000,0.000,0.000,-0.295,-0.077,-0.168,0.000,0.000,-0.067,0.000,0.203,-0.081
0.000,0.198,-0.269,0.000,0.000,0.000,0.000,-0.195,0.000,-0.117,0.000,0.000,0.000,0.000,0.000,0.075,0.067,-0.091,0.120,-0.098,0.000,0.235,0.094,-0.078,0.000,0.184,0.000,0.000,0.000,0.000,0.000,-0.287,0.000,0.000,0.000,0.000,0.083,0.000,0.000,0.000,0.000,0.000,-0.107,0.000,0.000,0.096,0.000,0.106,0.000,0.000
0.000,0.000,-0.081,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,-0.066,0.000,0.000,0.000,0.000,0.000,0.067,0.148,0.112,-0.085,-0.119,0.000,0.000,0.000,-0.371,0.000,0.000,0.000,0.000,0.280,0.000,0.000,0.000,0.181,0.000,0.000,-0.124,0.000,0.000,0.171,0.000,0.000,-0.141,-0.068,0.000,0.000,0.000,0.000,0.287,0.000,0.072,0.000,0.000,0.000,0.000,0.000,0.194,-0.164,0.000
0.000,0.065,0.090,0.000,0.000,0.093,0.000,-0.367,-0.166,-0.188,0.000,0.084,0.075,0.000,-0.371,0.000,0.000,0.000,0.000,0.000,-0.593,-0.317,0.000,0.128,-0.459,0.000,-0.136,0.000,0.000,0.000,-0.316,0.000,0.065,0.175,0.000,0.000,-0.164,0.000,0.000,-0.256,0.000,0.000,0.000,0.071,0.080,0.000,0.000,0.000,0.125,0.080
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.067,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.063,0.000,0.073,0.000,-0.265,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.081,0.000,0.000,0.071,0.000,0.000,-0.290,-0.122
