x0,x1,x2,x3,x4
0.4173,0.9297,-1.4926,0.5129,0.1641
0.362,1.0981,-1.2193,0.4339,0.0574
0.2415,1.006,-1.1304,0.1673,0.1206
0.1612,1.1237,-0.8247,0.1014,-0.0004
0.1821,0.9963,-0.4791,-0.0662,-0.3507
0.2878,0.7534,-0.5361,-0.2093,-0.2582
0.4162,0.9576,-0.032,-0.3306,0.2148
0.3825,0.5209,-0.0932,-0.1521,0.2253
0.1008,0.4937,-0.0741,-0.3084,-0.2938
-0.0137,0.478,0.3442,-0.5131,-0.3458
0.0092,0.9992,0.3937,-0.8801,-0.1809
0.1617,0.4279,0.5923,-0.4631,-0.6811
0.1175,0.1831,0.8991,-0.504,0.0739
-0.2191,-0.105,1.1348,-0.5485,0.0664
-0.2579,-0.6901,1.2832,-0.9923,0.0784
-0.474,-0.4343,1.2837,-1.0248,0.6267
-0.4602,-0.037,1.2009,-0.8548,-0.3601
-0.3995,0.3733,1.093,-0.916,-0.2148
-0.2134,0.1539,1.0942,-0.9061,-0.1052
-0.4233,0.1977,1.1415,-0.4931,-0.0599
-0.3339,0.3878,1.1367,-0.7906,-0.1999
0.005,0.0854,1.3429,-0.5781,-0.2154
-0.3099,-0.1821,0.8866,-0.5561,-0.0065
-0.4343,-0.4041,1.2037,-0.3205,0.2199
-0.4289,-0.0514,1.3081,-0.4657,0.3385
-0.5325,-0.451,1.3797,-0.0734,-0.0143
-0.4933,-0.3058,1.2777,0.0203,0.405
-0.5855,-0.3277,1.1028,-0.2408,0.6566
-0.7197,-0.2957,0.8251,-0.3664,0.8928
-0.8953,-0.042,0.6824,-0.3928,0.8597
-0.7755,-0.42,0.8924,-0.4733,0.9883
-0.7619,-0.8992,0.9848,-0.274,1.2058
-1.0006,-0.4303,0.7316,-0.4348,1.1469
-0.9408,-0.0872,0.5813,-0.4966,1.0098
-0.5761,0.1218,0.2097,-0.5124,0.871
-0.4738,0.0241,0.9216,-0.1965,0.5059
-0.6064,-0.305,0.1469,-0.8046,0.8751
-0.9055,0.0905,0.5201,-0.5675,0.5939
-0.5166,-0.034,1.0207,-0.651,0.6392
-0.5949,-0.39,0.8148,-0.5354,0.316
-0.6221,1.402,0.8753,-1.0911,-0.1251
0.1899,0.5868,0.8056,-0.8305,-0.71
0.0614,0.3209,1.2472,-0.3891,-1.0367
-0.1037,-0.0578,1.3204,-0.6676,-0.4927
-0.2419,-0.4825,1.1526,-0.4645,-0.6489
-0.435,-0.3259,1.5869,-0.6507,-0.2926
-0.4448,-0.5516,1.7039,-0.4721,-0.4269
-0.5315,-0.4177,1.4544,-0.7604,-0.1565
-0.4514,-0.2774,1.7933,-0.787,-0.0958
-0.3881,-0.5002,1.3327,-0.8572,0.0759
-0.4001,-0.4833,1.8007,-0.7598,0.2203
-0.4526,-0.7638,2.0116,-0.6932,0.0956
-0.4903,-0.7914,1.8828,-0.4904,0.398
-0.6395,-1.4605,1.9975,-0.5431,0.1761
-0.7512,-0.9218,1.8348,-0.6917,0.4274
-0.622,-0.7155,1.653,-0.6858,0.6379
-0.4962,-0.2874,1.4798,-0.6848,1.2478
-0.3783,-0.3106,1.3218,-0.8179,1.5714
-0.5145,-0.3218,0.7965,-0.3909,1.8336
-0.6421,-0.9629,0.699,-0.0371,1.8832
-0.9239,-0.8414,0.452,0.2309,2.1475
-1.0077,-0.6386,0.0561,0.3125,2.31
-1.0255,-1.0259,-0.1025,0.6191,2.3653
-1.215,-0.5447,-0.2882,0.5815,2.4216
-0.9882,-0.4057,-0.5861,0.722,2.7292
-0.9977,0.1629,-0.6412,0.6511,2.0514
-0.6145,-0.1391,-0.5742,0.7205,1.9943
-0.7,0.5189,-0.6131,0.413,0.9062
-0.202,0.6414,-0.128,0.8038,1.1788
-0.3719,0.4863,-0.218,0.6324,0.7918
-0.3949,0.6991,-0.0358,0.535,0.9908
-0.2087,1.1525,-0.0381,0.4039,0.7272
-0.0649,0.8315,-0.2947,0.1174,0.9215
-0.0925,0.6962,-0.6315,0.2976,1.2501
-0.0993,0.4386,-0.8891,0.412,1.2119
-0.2551,0.0083,-0.1392,0.7983,1.0338
-0.4057,0.749,-0.2762,0.6881,1.0051
-0.3178,0.2917,-0.3649,0.7391,1.0253
-0.3749,0.8661,-0.5518,0.4055,1.1512
-0.2585,0.9143,-0.3141,0.261,0.7842
0.0629,0.3278,0.1008,0.5649,1.0271
-0.173,0.3918,-0.1861,0.2908,1.1247
-0.1016,0.4284,-0.2802,0.5475,1.1926
-0.1554,0.3575,-0.3,0.4221,1.0125
-0.1702,0.248,-0.2464,0.3009,1.0756
-0.2471,0.5954,0.4729,0.2203,0.415
-0.0968,0.5381,0.3331,0.1441,0.4042
-0.0236,0.7731,0.2466,-0.0074,0.1536
0.0774,0.4678,0.6657,0.0865,0.0813
0.1693,0.2881,0.1548,0.0189,0.2431
-0.1177,0.3755,0.5407,0.1315,0.0549
-0.0857,0.1744,0.7424,-0.1935,1.0017
-0.5678,0.0005,0.5147,-0.2177,1.1721
-0.3867,-0.0756,0.9701,-0.2023,0.6226
-0.3931,-0.3623,1.1331,-0.0885,0.5153
-0.5086,-0.6394,1.0885,-0.2278,1.2774
-0.5776,-0.3952,0.8808,-0.1355,1.0771
-0.5365,-0.3773,0.999,-0.094,1.2721
-0.3664,-0.2685,0.8275,-0.2447,1.3281
-0.2461,-0.1834,1.0131,-0.1989,1.3052
-0.5368,-0.5373,0.8351,-0.0493,1.1082
-0.539,-0.4846,0.6947,0.033,1.1064
-0.6899,-0.2733,0.6267,-0.1191,1.5397
-0.5456,-0.1866,0.3934,-0.1322,1.6729
-0.5295,-0.3166,0.3592,0.1278,1.7179
-0.859,-0.2964,0.1585,0.1965,1.6699
-0.3685,0.437,-0.0072,0.0337,1.4472
-0.1167,-0.0254,-0.1006,-0.0863,1.363
-0.1328,-0.313,-0.7528,0.3977,1.5058
-0.3007,0.0028,-0.4053,0.8024,1.2247
-0.3712,-0.4374,-0.2383,0.6947,1.0958
-0.3683,0.0396,-0.0329,0.7596,1.5281
-0.2463,-0.0035,-0.1903,0.5614,1.2791
-0.3152,0.3871,-0.0381,0.2862,1.4153
-0.146,0.218,-0.1495,0.3406,1.3427
-0.2621,0.385,-0.1448,0.0263,1.2073
-0.2233,0.1489,-0.1864,0.585,1.1431
-0.3395,0.7502,-0.2002,0.3342,1.1828
0.006,0.4366,-0.0917,0.2981,1.4107
-0.3261,0.491,-0.2847,0.1962,1.0746
-0.2143,0.179,0.1674,0.3778,1.101
-0.247,-0.0139,0.1178,0.1681,1.0494
-0.3235,-0.4396,0.2051,0.5117,1.6969
-0.5762,-0.1414,-0.0436,0.4115,1.6317
-0.6285,-0.0221,-0.3152,-0.123,2.0715
-0.6056,-0.3836,-0.3956,0.1549,1.8893
-0.623,-0.3409,-0.3627,0.4739,2.1174
-0.7098,-0.1825,-0.4549,0.4529,1.907
-0.6105,0.2274,-0.2698,0.4626,1.6867
-0.4126,-0.0948,-0.6007,0.7643,2.4017
-0.4817,-0.1576,-0.909,1.042,2.1348
-0.6735,0.3063,-1.2941,0.739,2.3513
-0.5198,0.7256,-1.529,0.6966,2.0596
-0.4394,0.5264,-1.7393,0.62,2.7095
-0.3024,0.4602,-1.8549,0.9917,2.2584
-0.3057,0.2757,-1.9308,1.0599,2.3223
-0.2352,-0.0298,-1.9695,1.1356,2.5098
-0.7792,0.2014,-1.8357,1.2017,2.2595
-0.709,0.3426,-1.9906,0.9097,2.0678
-0.4373,0.9272,-1.7185,1.1688,1.4756
-0.158,0.9881,-1.408,0.6237,1.1791
-0.0029,0.733,-1.4111,0.8633,0.9047
-0.1115,1.1225,-1.231,0.9291,0.9386
0.1235,1.0277,-1.0668,0.3059,0.7879
0.0446,1.3542,-0.8803,0.0863,0.6154
0.1719,0.8347,-0.5209,-0.1416,0.3994
0.1539,0.3769,-0.4836,-0.178,0.3295
0.13,0.3343,-0.2361,0.1293,0.7396
-0.0715,0.6861,-0.3999,-0.2626,0.9328
-0.0704,0.2334,-0.1904,-0.0055,1.066
-0.2525,0.2468,-0.3705,0.0337,0.8918
-0.25,-0.0904,-0.1574,0.1494,0.9856
-0.3588,0.2503,-0.1067,0.6533,1.2032
-0.3871,0.2616,-0.4178,0.4778,1.0729
-0.3627,-0.1629,0.0524,0.571,1.2138
0.0744,-0.2385,0.1846,0.5199,1.5126
-0.5604,0.2401,-0.1071,0.0326,1.3927
-0.2749,-0.0233,0.5132,0.4953,1.1326
-0.4749,-0.2167,-0.0969,0.0493,1.4097
-0.5357,-0.3245,0.1627,0.2098,1.3237
-0.5474,-0.1066,0.021,0.334,1.2568
-0.5854,0.1204,0.0683,0.3546,0.9416
-0.4225,0.3117,0.1697,-0.0036,1.1303
-0.3029,-0.5307,0.0256,0.0562,1.4176
-0.4612,-0.5946,0.2817,0.7112,1.1054
-0.6402,-0.0811,-0.3236,0.5401,1.6174
-0.6546,0.3672,-0.4044,0.19,1.4258
-0.4621,0.6757,-0.6878,0.163,2.1728
-0.2706,-0.1902,-1.0669,0.487,2.0346
-0.559,-0.0032,-0.8676,0.6054,1.8942
-0.6408,-0.6014,-1.2402,0.8566,2.2075
-0.9918,-0.5801,-1.4364,1.0606,2.6857
-0.9368,-0.1074,-1.478,0.8994,2.6168
-0.95,0.2714,-1.8847,0.5819,2.4843
-0.5737,0.297,-2.045,0.6433,2.525
-0.364,-0.3252,-1.9606,1.0996,2.5978
-0.6513,0.4605,-1.4379,0.7642,2.403
-0.5201,0.0871,-1.5782,0.837,2.3059
-0.5105,0.1795,-1.7836,0.7783,2.2247
-0.2387,-0.3384,-1.684,1.0264,1.8601
-0.4746,0.5788,-1.7433,1.056,2.1098
-0.5384,0.3763,-1.7073,1.0371,2.259
-0.3432,0.764,-1.8511,0.9244,1.8164
-0.13,0.9606,-1.6244,0.4083,1.8865
-0.0326,0.6831,-1.5395,0.7644,1.7604
-0.1252,0.8319,-1.8404,0.4161,1.5149
-0.0279,0.7157,-1.582,0.6709,1.263
-0.0059,0.2923,-1.4713,0.7692,1.2709
-0.2547,0.7709,-1.1503,0.3226,1.1768
-0.2484,1.0438,-1.1691,0.2291,1.2415
-0.0641,0.4936,-0.7796,0.2652,0.8458
0.0228,0.1507,-0.8418,0.2179,0.7922
-0.1449,0.8172,-0.8997,0.1404,0.7551
