x0,x1,x2,x3,x4
0.7649,-1.447,-1.0339,0.069,0.2285
0.6574,-0.8602,-0.9832,-0.0505,0.5822
0.3387,-0.5642,-1.0497,0.0593,0.6972
0.5411,0.4118,-0.6909,0.1925,0.721
0.4383,0.6607,-0.7673,0.2018,0.3404
1.0243,0.4084,-1.1121,0.0302,0.8465
0.6407,-0.0019,-0.757,0.2098,1.1724
0.5692,0.3087,-0.8616,-0.0078,0.6428
0.4842,0.437,-0.5891,0.2593,0.2227
0.4663,-0.0003,-0.5179,0.1958,-0.1177
0.5261,0.1235,-0.9305,0.1576,-0.2004
0.6374,0.4798,-0.1454,0.1464,-0.1083
0.7995,0.7432,-0.2531,0.1208,-0.06
0.4711,0.6245,-0.0499,0.394,-0.1632
0.2781,0.2557,-0.889,0.3528,-0.1705
0.4875,0.309,-0.8304,0.4756,0.1997
0.6044,-0.153,-0.7085,0.3533,0.4663
0.4111,0.1547,-0.4459,0.1721,0.1778
0.3117,0.5291,-1.2432,0.3008,-0.2165
0.5189,0.3852,-0.8821,0.2427,0.3872
0.7425,0.7666,-0.4641,0.2679,0.219
1.0948,0.4886,-1.104,0.1769,0.0317
1.0426,0.6456,-1.0639,0.3804,0.2346
0.8921,0.6935,-1.2979,0.2909,0.5873
0.9361,0.9372,-0.9784,0.4101,0.7474
0.7952,-0.2817,-0.7991,0.5789,0.5283
0.1518,-0.1167,-0.6446,0.5792,0.566
0.4,-0.2247,-0.1526,0.4028,0.4647
0.7195,-0.0846,-0.4226,0.3854,-0.0614
0.818,-0.1702,-0.1755,0.4292,0.1224
0.611,-0.1343,-0.1124,0.5727,0.5445
0.9546,0.1732,-0.1819,0.1646,0.2444
0.6298,0.2608,-0.3123,0.4183,-0.1779
0.9413,0.3426,-0.2192,0.2585,-0.3405
0.9783,-0.0014,-0.163,0.2922,-0.0673
1.2331,-0.1335,-0.2485,-0.0004,-0.2306
1.3241,0.7759,-0.6842,0.0737,-0.3004
1.1981,0.2355,-0.7323,0.1246,-0.237
0.9312,0.248,-0.6757,0.0941,0.011
0.6864,0.5799,-0.5902,0.1913,0.2841
