0.000,0.743,0.787,0.722,0.779,0.835,0.810,0.721,0.773,0.758,0.806,0.808,0.751,0.699,0.699,0.761,0.660,0.726,0.693,0.665,0.667,0.605,0.616,0.544,0.565
0.743,0.000,0.732,0.680,0.731,0.765,0.748,0.678,0.716,0.716,0.741,0.743,0.679,0.630,0.654,0.700,0.645,0.668,0.655,0.603,0.600,0.538,0.567,0.529,0.520
0.787,0.732,0.000,0.728,0.803,0.817,0.808,0.740,0.792,0.791,0.791,0.809,0.751,0.706,0.751,0.753,0.674,0.742,0.733,0.669,0.653,0.603,0.626,0.575,0.585
0.722,0.680,0.728,0.000,0.756,0.744,0.798,0.710,0.806,0.739,0.726,0.739,0.702,0.700,0.687,0.682,0.628,0.679,0.651,0.627,0.579,0.612,0.558,0.522,0.564
0.779,0.731,0.803,0.756,0.000,0.791,0.794,0.731,0.799,0.816,0.767,0.801,0.749,0.706,0.746,0.712,0.639,0.721,0.706,0.691,0.585,0.563,0.594,0.570,0.576
0.835,0.765,0.817,0.744,0.791,0.000,0.855,0.770,0.807,0.797,0.877,0.855,0.792,0.738,0.759,0.847,0.725,0.799,0.779,0.729,0.772,0.698,0.701,0.631,0.627
0.810,0.748,0.808,0.798,0.794,0.855,0.000,0.769,0.824,0.802,0.843,0.852,0.789,0.752,0.772,0.814,0.719,0.789,0.780,0.730,0.739,0.715,0.693,0.633,0.646
0.721,0.678,0.740,0.710,0.731,0.770,0.769,0.000,0.747,0.734,0.753,0.767,0.708,0.679,0.693,0.729,0.643,0.709,0.700,0.654,0.657,0.646,0.624,0.586,0.584
0.773,0.716,0.792,0.806,0.799,0.807,0.824,0.747,0.000,0.803,0.784,0.814,0.774,0.749,0.767,0.759,0.680,0.768,0.748,0.705,0.673,0.684,0.663,0.625,0.658
0.758,0.716,0.791,0.739,0.816,0.797,0.802,0.734,0.803,0.000,0.780,0.807,0.767,0.728,0.793,0.755,0.685,0.772,0.765,0.727,0.662,0.646,0.668,0.649,0.660
0.806,0.741,0.791,0.726,0.767,0.877,0.843,0.753,0.784,0.780,0.000,0.858,0.791,0.730,0.766,0.868,0.747,0.809,0.791,0.735,0.829,0.751,0.741,0.680,0.663
0.808,0.743,0.809,0.739,0.801,0.855,0.852,0.767,0.814,0.807,0.858,0.000,0.802,0.755,0.790,0.850,0.744,0.822,0.814,0.756,0.801,0.732,0.749,0.699,0.696
0.751,0.679,0.751,0.702,0.749,0.792,0.789,0.708,0.774,0.767,0.791,0.802,0.000,0.799,0.757,0.787,0.689,0.770,0.768,0.733,0.731,0.697,0.709,0.668,0.680
0.699,0.630,0.706,0.700,0.706,0.738,0.752,0.679,0.749,0.728,0.730,0.755,0.799,0.000,0.722,0.731,0.650,0.736,0.733,0.707,0.687,0.707,0.685,0.643,0.669
0.699,0.654,0.751,0.687,0.746,0.759,0.772,0.693,0.767,0.793,0.766,0.790,0.757,0.722,0.000,0.775,0.684,0.782,0.775,0.753,0.716,0.691,0.735,0.710,0.712
0.761,0.700,0.753,0.682,0.712,0.847,0.814,0.729,0.759,0.755,0.868,0.850,0.787,0.731,0.775,0.000,0.760,0.832,0.799,0.767,0.879,0.782,0.792,0.730,0.731
