0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13.129,0.000,0.000,0.000,0.000,-3.370,0.131,0.000,0.000,0.000,0.000,0.000,0.000
-3.191,-0.122,0.000,0.027,0.000,0.000,0.014,0.027,0.004,0.000,0.000,0.000,0.005
0.000,1.121,0.000,0.000,0.001,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.052
0.000,314.839,0.000,0.000,0.000,0.000,-51.249,0.000,0.000,0.000,0.000,0.000,0.000
0.324,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,8.201,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.113,0.000,0.000,0.000,0.000,-0.030,0.000,0.033,-0.000,0.000,0.000,0.018
0.000,0.000,0.000,0.000,0.000,12.691,1.381,0.000,0.000,0.000,0.000,0.000,0.000
25091.505,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.011,0.000
0.000,0.000,0.000,0.000,0.000,-6.337,0.119,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.282,0.000,0.000,0.000,0.000,-0.140,0.000,0.085,0.000,1.250,1.219,0.000

0.840,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,-0.003,0.000,-0.000
-5.436,0.198,0.000,0.148,0.000,3.181,-0.099,0.125,0.000,0.000,-0.221,-0.030,0.031
3.876,-0.081,0.433,0.014,-0.000,-0.433,-0.012,0.054,0.000,0.000,0.000,0.000,0.006
0.000,0.000,0.000,-0.133,0.000,0.000,0.214,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,-35.887,0.000,0.000,26.877,0.000,0.000,0.034,0.000,0.000,11.932
-0.430,0.000,0.000,0.000,0.000,0.465,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.166,0.000,0.000,0.000,-10.342,0.317,0.000,0.135,0.000,0.000,-0.104,0.094
0.000,-0.159,-0.098,0.000,0.000,1.094,-0.034,0.382,0.000,0.000,0.000,0.000,0.000
-56.149,0.000,0.000,0.075,0.000,0.000,-0.100,0.000,0.000,0.000,0.000,-0.269,0.207
-29159.003,91.517,1184.892,0.000,0.000,20023.679,71.216,0.000,0.000,0.000,0.000,51.983,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.590,0.000,0.000
0.000,0.000,0.000,0.000,0.000,-8.407,0.000,0.000,0.000,0.000,0.000,0.635,0.000
-0.444,0.000,0.629,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.942,-0.755,0.599

0.000,-0.001,0.000,0.000,-0.000,0.000,0.001,0.000,0.000,0.000,0.003,0.000,-0.000
0.000,-0.126,0.153,0.000,0.000,0.000,-0.025,-0.075,0.000,0.000,0.000,-0.025,0.015
0.000,-0.115,0.179,0.019,-0.000,0.000,0.000,0.028,0.003,0.000,0.000,0.000,0.000
0.000,0.607,0.182,0.088,0.000,0.000,0.000,0.000,-0.070,0.000,0.000,0.000,0.000
1084.867,0.000,0.000,0.000,0.000,6079.667,60.360,-128.454,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.252,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,-0.000,0.000,-0.174,0.351,0.049,0.000,0.000,0.000,0.000
3.206,0.000,-0.097,0.026,0.000,0.000,0.000,0.105,0.013,0.000,0.000,0.034,-0.022
68.355,0.000,-0.864,0.000,0.000,-13.925,-0.155,0.000,0.579,0.000,0.000,0.000,-0.068
0.000,149.543,0.000,0.000,0.000,-7511.595,0.000,0.000,16.181,0.053,648.020,0.000,0.000
-0.420,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.165,0.000,0.000
0.000,0.000,0.000,0.000,0.000,13.056,0.000,0.000,0.000,0.000,0.000,-0.172,0.000
0.000,0.158,-0.557,0.049,0.000,0.000,0.252,0.000,-0.069,0.000,0.000,0.264,-0.182
