0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,1.986,0.000,0.000,0.000,0.000,0.000
1.853,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.005,0.000,0.000,0.000,0.000,0.000,0.001,-0.011,0.004,0.008
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.430,-0.218,0.001,2.250,0.000,0.000,0.772,0.862,0.138,0.024
1.457,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002
0.023,0.000,0.000,0.000,0.000,0.000,0.377,0.000,0.000,0.000
0.404,0.000,0.000,0.000,0.000,0.000,0.472,0.000,1.871,0.000

0.611,0.000,0.000,0.335,0.000,0.000,-0.077,0.000,0.000,0.000
0.000,-0.049,0.001,0.000,0.000,0.000,0.000,0.000,0.000,-0.001
0.000,0.000,0.112,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.003,-3.010,0.000,-0.035,0.262,0.000,0.000,0.000
-0.680,0.000,0.000,0.000,0.000,0.000,0.573,0.000,0.000,0.000
0.000,0.000,0.000,-0.064,0.000,-0.001,0.000,0.000,0.000,-0.001
0.000,0.000,0.000,0.000,0.000,0.000,-0.135,0.000,0.354,0.000
0.000,0.000,0.000,16.582,0.000,-0.079,0.000,0.000,0.000,0.045

0.411,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003
0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,32.341,0.000,0.000
0.000,0.000,-0.000,0.742,0.000,0.001,-0.003,0.018,0.000,-0.006
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.326,0.229,-0.001,0.000,0.000,0.717,-0.556,0.000,0.000,0.000
-0.692,0.000,0.000,0.000,0.000,0.000,0.424,0.000,-0.063,-0.002
0.000,0.000,0.000,0.193,0.000,0.002,0.000,0.458,0.000,-0.002
0.000,0.000,0.000,0.452,0.000,0.000,-0.214,0.000,0.368,0.000
0.000,0.000,-0.003,-6.575,0.000,0.198,-0.430,0.000,-0.803,0.634
