0.000,0.000,0.000,0.191,0.000,0.314,0.677,0.000,0.349,0.170
0.000,0.000,-0.042,0.000,0.464,0.000,0.000,0.000,0.000,0.000
0.000,-0.042,0.000,0.000,0.000,0.046,0.000,0.000,0.000,0.000
0.191,0.000,0.000,0.000,0.000,0.192,0.212,0.000,0.279,0.793
0.000,0.464,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.314,0.000,0.046,0.192,0.000,0.000,0.398,0.075,0.241,0.192
0.677,0.000,0.000,0.212,0.000,0.398,0.000,0.000,0.464,0.202
0.000,0.000,0.000,0.000,0.000,0.075,0.000,0.000,0.000,0.076
0.349,0.000,0.000,0.279,0.000,0.241,0.464,0.000,0.000,0.279
0.170,0.000,0.000,0.793,0.000,0.192,0.202,0.076,0.279,0.000

0.403,0.000,0.000,0.000,0.000,0.048,0.071,0.000,0.069,0.059
0.000,-0.058,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.230,0.108,0.000,0.122,0.084,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.088,0.000,0.000,0.057,0.000,0.036,0.208
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.045,0.000,0.000,0.000,0.000,0.000
-0.107,0.000,0.000,0.000,0.000,0.182,0.334,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.077,0.000,0.000,0.000,0.000,0.320,0.088
0.000,0.000,0.000,0.090,0.000,0.000,0.000,-0.042,0.000,0.000

0.264,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.029,0.000,0.000,0.000,0.000
0.000,0.250,0.000,-0.056,0.154,-0.044,0.000,0.000,0.000,-0.045
0.000,0.000,0.000,0.271,0.000,0.053,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.427,0.000,0.000,0.000,0.000
0.000,0.000,0.000,-0.070,0.000,0.000,0.286,0.000,0.000,0.000
0.000,0.000,0.066,0.000,0.000,0.000,0.000,0.324,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,-0.071,0.000,0.231,0.000
0.000,0.000,0.000,-0.195,0.000,0.000,0.000,0.000,0.000,0.376

0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,-0.038,0.000,0.000,0.000,-0.094,0.000,0.000,0.000,0.000
0.000,0.000,0.000,-0.052,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,-0.053,0.000,0.035,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,-0.037,0.000,0.000,0.000,0.000,0.101,0.000
0.000,0.000,0.000,-0.053,0.000,0.000,-0.048,0.000,0.000,0.000
