0.000,0.304,0.149,0.000,0.268,0.214,0.000,0.402,0.000,0.196
0.304,0.000,0.257,0.360,0.275,0.155,0.197,0.187,0.000,0.000
0.149,0.257,0.000,0.481,0.467,0.000,0.000,0.262,0.000,0.000
0.000,0.360,0.481,0.000,0.469,0.171,0.000,0.000,0.000,0.168
0.268,0.275,0.467,0.469,0.000,0.000,0.000,0.220,0.000,0.292
0.214,0.155,0.000,0.171,0.000,0.000,0.371,0.364,0.578,0.371
0.000,0.197,0.000,0.000,0.000,0.371,0.000,0.392,0.328,0.403
0.402,0.187,0.262,0.000,0.220,0.364,0.392,0.000,0.485,0.376
0.000,0.000,0.000,0.000,0.000,0.578,0.328,0.485,0.000,0.478
0.196,0.000,0.000,0.168,0.292,0.371,0.403,0.376,0.478,0.000

0.455,0.222,0.000,0.000,0.000,0.000,0.000,0.154,0.000,0.000
0.000,0.412,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.497,0.151,0.000,0.000,0.000,0.000,0.000,0.145
0.000,0.000,0.181,0.560,0.000,0.000,0.000,0.000,0.000,0.143
0.189,0.000,0.000,0.184,0.501,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.471,0.297,0.172,0.155,0.293
0.000,0.000,0.000,0.000,0.000,0.000,0.352,0.000,0.000,0.000
0.000,0.000,0.000,0.167,0.000,0.000,0.189,0.419,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.492,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.338
