x0,x1,x2,x3,x4
0.3171,-0.4282,0.0869,-0.2348,-0.2582
0.3295,0.0173,-0.1685,-0.0749,-0.5553
-0.0492,-0.3644,-0.1835,-0.1004,-0.0926
0.0178,-0.0529,-0.1602,-0.0836,-0.087
-0.139,-0.2627,-0.5212,0.0148,-0.336
0.4368,-0.2495,-0.3998,0.0679,-0.9334
0.4861,-0.2983,-0.2563,0.0522,-0.3853
0.3904,0.0669,-0.3671,0.5309,-0.294
0.0378,-0.2898,-0.3247,0.1682,0.1518
0.061,-0.683,-0.2045,0.0489,-0.245
0.3623,-0.512,-0.4459,0.0061,-0.1756
-0.13,-0.1077,-0.0178,0.2074,-0.0251
-0.1172,-0.0183,-0.1721,0.0275,-0.1762
-0.4865,-0.1215,-0.1503,-0.0065,-0.3647
-0.1384,-0.0063,0.0387,0.1294,-0.4171
0.0597,0.0665,-0.0883,-0.4244,-0.7196
0.1167,0.2973,-0.4035,-0.0687,-0.8472
-0.0772,-0.1409,-0.4008,-0.0083,-1.0846
0.0096,-0.1945,-0.4011,0.2711,-0.6063
0.3186,-0.3741,-0.3883,-0.0068,-0.147
0.1349,0.248,-0.5421,0.176,-0.152
0.2849,-0.0541,-0.4001,0.1969,-0.1907
0.2969,0.1446,-0.0012,0.0418,-0.0717
-0.0491,0.3104,-0.0542,-0.0014,0.328
-0.5803,0.1804,-0.9097,-0.2157,-0.2243
-0.9788,-0.0522,-0.7868,-0.5403,-0.4403
-0.1198,0.3293,-0.8169,-0.7904,-1.393
0.5743,-0.2763,-0.6263,-0.7601,-1.4338
0.7581,-0.2331,-0.5911,-0.3321,-0.8435
0.6935,-0.0725,-0.4812,0.0404,-0.2208
0.4465,-0.0269,-1.1185,0.2235,-0.3888
-0.416,-0.0469,-0.7207,0.1235,-0.2614
-0.3374,-0.0186,-0.4136,-0.0873,-0.5458
-0.4888,0.0488,-0.178,0.0668,-0.427
-0.0515,0.0618,-0.2073,-0.2685,-0.1558
-0.3613,0.3588,-0.2332,-0.1674,-0.3819
-1.1441,0.141,0.3328,-0.3725,-0.1828
-0.8134,0.0007,-0.0211,-0.6637,-0.5354
-0.1738,-0.0197,0.1858,-0.4206,-0.6091
-0.0803,-0.3187,0.2592,0.0413,-0.7677
0.1641,-0.1481,0.1663,-0.1101,-0.3753
0.2126,-0.4012,-0.0727,-0.0457,-0.108
0.3076,-0.1755,-0.1151,-0.3464,0.2061
