x0,x1,x2,x3,x4
-0.3735,-0.0126,0.3824,0.0014,-0.1284
-0.2313,-0.019,-0.1133,-0.0384,-0.2336
-0.1568,0.1105,-0.0001,-0.0121,0.2826
-0.3459,0.1727,0.0844,0.2493,-0.1237
-0.353,0.168,0.3022,0.0991,0.4491
-0.0525,-0.0215,0.0841,0.1451,-0.1032
0.0745,0.1508,0.0263,-0.1171,-0.3117
0.1395,0.0156,-0.0155,0.1302,-0.1888
0.0811,-0.1584,0.0535,0.0792,-0.08
0.2866,-0.1927,-0.5036,-0.2998,-0.1596
0.2828,-0.1908,-0.8825,-0.2092,0.1274
0.403,0.117,-1.494,0.2163,0.3313
0.5028,-0.0216,-1.2685,0.5373,0.4705
0.1591,-0.0274,-0.5,0.0341,1.0412
0.5325,0.1217,-0.4592,0.2792,0.679
0.4875,-0.4912,-0.5319,0.0761,0.3543
0.4004,-0.5829,-0.6562,0.1422,0.1992
0.5234,-0.2037,-0.5403,0.0878,0.1274
0.6199,-0.1751,-0.9156,0.1194,0.5556
0.1653,-0.261,-0.1059,0.5226,0.5153
0.3489,-0.3735,0.2611,0.3388,0.009
0.2947,-0.3755,0.2905,0.4302,-0.2613
0.4257,-0.4475,0.1743,0.2592,-0.3339
0.4171,-0.3638,0.3985,0.3282,-0.0755
0.2907,-0.5722,0.3673,0.6362,-0.1273
0.0111,-0.6319,0.9099,1.2467,-0.2594
-0.0898,-0.7225,1.175,0.7961,-0.325
-0.0696,-0.6801,0.8157,0.557,-0.6073
0.0196,-0.658,0.513,0.4061,-0.6085
-0.1033,-0.5155,1.0603,0.4921,-0.4463
0.0434,-0.3096,1.2068,0.5202,-0.3459
-0.0105,-0.3055,0.6509,0.6751,-0.3419
-0.4181,-0.288,0.9492,0.5511,-0.1034
-0.2528,-0.3265,0.7093,0.8431,-0.2259
-0.3922,-0.328,0.5592,0.8269,-0.2254
-0.2682,-0.4736,0.5401,0.885,-0.3468
-0.1402,-0.3882,0.5646,0.9155,-0.1885
-0.3623,-0.4927,0.378,0.9989,-0.5937
-0.1001,-0.5774,0.9617,0.8161,-0.3025
-0.3482,-0.6633,0.8552,0.2602,-0.3949
-0.4207,-0.5312,0.3344,0.5112,-0.5529
-0.5023,-0.5786,0.2728,0.7686,-0.3725
-0.3856,-0.875,1.1227,0.7279,-0.1879
-0.3394,-0.9189,1.0691,0.651,-0.2799
-0.3025,-0.6888,1.2154,0.7838,-0.4305
-0.4174,-0.8443,0.8119,1.0195,-0.4269
-0.3423,-0.8348,0.9485,0.7923,-0.5341
-0.0692,-0.4716,0.8162,0.5907,-0.547
0.1696,-0.7467,0.3959,0.5027,-0.0181
-0.0594,-0.7328,0.3368,1.0981,-0.059
-0.232,-0.9096,0.4672,0.296,-0.086
-0.1026,-0.9154,0.0587,0.2541,0.0579
0.137,-0.7221,0.0021,0.4506,0.1827
0.0997,-0.6226,0.2473,0.2916,-0.0456
0.2118,-0.3399,-0.043,0.2926,0.3097
0.2537,-0.0902,-0.2351,0.6031,0.3567
0.1264,0.0215,-0.0639,0.3529,0.4493
0.0907,-0.1106,0.0888,0.481,0.4338
0.3339,-0.2349,-0.4207,-0.3689,0.3631
0.7239,0.2723,-0.5427,0.287,0.5035
0.3308,0.1131,-0.7311,0.3547,0.6897
0.0896,-0.1395,-0.567,0.5024,1.18
0.1751,-0.2864,-0.3539,0.5495,0.7166
-0.0379,-0.3204,-0.1979,0.5455,0.5374
0.0262,-0.5336,0.0614,0.5476,0.6164
-0.0738,-0.3665,0.4504,0.6264,0.1051
0.1564,-0.4053,0.5663,0.5792,0.3228
0.0405,-0.3366,0.4881,0.2143,0.4477
0.2048,0.0925,0.6218,0.4811,0.7695
0.164,-0.3543,-0.2383,0.6265,0.499
-0.0866,-0.2988,0.0295,-0.1932,0.4248
