0.000,0.000,0.281,0.000,0.000,-0.476,0.000,0.068,0.071,0.000,0.124,0.000,-0.092,0.000,0.063
0.000,0.000,0.000,-0.174,0.000,0.000,0.000,0.000,0.000,0.093,-0.082,0.076,0.000,0.000,0.083
0.281,0.000,0.000,0.000,0.000,-0.134,0.000,-0.089,0.000,-0.077,0.269,0.000,0.000,-0.116,0.000
0.000,-0.174,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.607,0.000,0.000,0.000,0.240
0.000,0.000,0.000,0.000,0.000,0.000,-0.101,0.000,0.000,0.113,0.000,0.080,0.000,0.150,0.000
-0.476,0.000,-0.134,0.000,0.000,0.000,0.000,-0.189,-0.116,0.000,0.000,0.000,0.095,0.000,0.000
0.000,0.000,0.000,0.000,-0.101,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.073,0.000,0.000
0.068,0.000,-0.089,0.000,0.000,-0.189,0.000,0.000,0.433,-0.082,0.000,0.000,-0.346,0.071,-0.070
0.071,0.000,0.000,0.000,0.000,-0.116,0.000,0.433,0.000,-0.276,0.000,0.000,-0.186,0.085,-0.150
0.000,0.093,-0.077,0.000,0.113,0.000,0.000,-0.082,-0.276,0.000,0.000,0.000,0.000,0.119,0.541
0.124,-0.082,0.269,0.607,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.302
0.000,0.076,0.000,0.000,0.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.068,0.000
-0.092,0.000,0.000,0.000,0.000,0.095,-0.073,-0.346,-0.186,0.000,0.000,0.000,0.000,-0.068,0.000
0.000,0.000,-0.116,0.000,0.150,0.000,0.000,0.071,0.085,0.119,0.000,0.068,-0.068,0.000,0.136
0.063,0.083,0.000,0.240,0.000,0.000,0.000,-0.070,-0.150,0.541,0.302,0.000,0.000,0.136,0.000

0.461,0.000,0.000,0.000,0.000,-0.105,0.000,0.090,0.000,0.262,0.000,0.000,0.000,0.090,0.143
0.000,0.500,0.000,-0.097,0.000,0.000,0.000,0.000,0.066,-0.413,0.000,0.000,0.000,0.000,-0.163
-0.098,0.083,0.684,0.000,0.328,0.000,0.000,0.000,-0.279,0.188,0.185,0.000,-0.066,0.082,0.228
0.073,0.000,0.000,0.426,0.000,-0.064,0.000,0.071,0.000,0.189,0.134,-0.068,0.000,-0.141,0.265
0.000,0.000,0.000,0.000,0.652,0.000,0.000,0.000,0.000,0.183,0.000,0.000,0.000,-0.155,0.089
0.108,-0.128,-0.090,0.000,0.000,0.637,0.000,-0.074,0.000,-0.094,0.000,0.000,0.080,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.602,0.133,0.077,0.000,0.000,0.000,0.309,0.000,0.245
0.000,0.000,0.440,0.000,0.000,0.064,0.000,0.581,-0.079,-0.187,0.209,0.000,0.000,-0.414,0.000
0.000,0.000,0.355,0.000,0.000,0.000,0.000,0.000,0.411,-0.066,0.000,0.000,0.000,-0.348,0.000
0.000,0.100,-0.069,0.000,-0.249,0.000,0.000,0.000,0.000,0.622,0.000,0.000,0.000,0.077,0.167
0.067,0.169,0.000,-0.119,0.000,-0.080,0.000,-0.232,-0.248,0.173,0.596,0.181,0.000,-0.084,0.114
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.129,0.000,0.000,0.551,0.071,0.000,0.000
0.000,0.000,0.000,0.000,0.000,-0.074,0.000,-0.144,0.000,0.000,0.000,0.000,0.576,0.000,0.000
0.000,0.000,-0.088,0.073,0.000,0.000,0.000,-0.218,0.000,-0.075,0.000,0.000,0.000,0.672,0.000
0.000,0.182,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.073,0.000,0.000,0.000,0.000,0.735
