x0,x1,x2,x3,x4
-0.0234,0.7421,0.387,-0.1559,-0.325
-0.1828,0.4329,0.3571,-0.0695,-0.0684
-0.3165,0.3592,-0.0773,0.0415,-0.043
-0.2973,-0.206,0.2437,-0.0314,-0.0653
-0.6034,-0.1786,0.5724,0.1189,0.1993
-0.9494,-0.2383,0.8128,0.2488,-0.0906
-0.5097,-0.0595,0.7465,-0.1085,-0.3181
-0.4259,-0.4934,0.4036,-0.0184,-0.8829
-0.3285,-0.0134,0.3844,-0.0735,-0.7186
-0.1449,0.6329,0.0341,-0.0604,-0.5405
-0.2237,0.1735,0.1538,-0.0356,0.0138
0.0714,0.2574,0.4126,-0.0268,0.0909
-0.0013,0.6853,0.1823,-0.179,-0.2964
0.1629,0.0921,0.3071,-0.1589,0.1192
0.3451,0.0313,0.4009,-0.1719,0.1802
0.1957,0.1995,0.3829,-0.2091,0.3712
-0.0287,-0.0682,-0.2649,-0.0844,0.2631
-0.0219,-0.0825,0.1374,-0.1887,0.4347
0.2157,-0.2488,-0.4396,-0.304,0.1925
-0.1871,0.1852,-0.2383,-0.0551,0.5117
-0.1275,0.0916,-0.6537,0.019,0.1501
-0.5748,0.0577,-0.3094,0.1828,0.2453
-0.4586,0.1556,0.0491,-0.0271,0.2525
-0.1705,0.153,0.2258,-0.2501,0.4101
-0.2868,0.1452,0.329,0.1601,0.383
-0.209,-0.0023,0.4651,0.0375,0.2426
-0.1915,-0.0305,0.6189,-0.0023,0.4123
-0.166,-0.1095,0.7701,0.2522,0.1367
-0.3127,-0.3063,0.7477,0.0624,-0.1416
-0.3038,-0.2876,0.4988,-0.0075,-0.0485
-0.3372,0.3311,0.3033,-0.0336,-0.2067
-0.24,0.9906,0.1205,-0.0584,-0.2135
-0.1834,0.3561,0.1139,-0.1025,-0.2447
-0.0688,0.6524,-0.35,-0.0803,-0.2151
-0.1427,0.4732,-0.3209,-0.0014,0.4984
-0.1199,0.2309,-0.4131,-0.0603,0.6788
-0.3395,0.0302,-0.2433,-0.0025,0.2261
0.0736,0.1198,0.1526,-0.0153,0.8044
-0.311,-0.1345,-0.0694,0.0892,0.2648
-0.3703,-0.261,-0.0153,-0.0086,-0.1681
-0.424,-0.0274,0.1513,-0.0024,0.1169
-0.4337,-0.1754,0.2944,-0.045,-0.0422
-0.4825,-0.3726,-0.3171,-0.0469,-0.2089
-0.3951,-0.1985,-0.0188,-0.8499,-0.024
-0.2448,-0.2464,-0.5603,-0.451,0.0704
-0.0973,-0.5382,-0.4742,-0.3816,-0.7218
-0.7103,-0.6388,-0.782,-0.324,-0.1145
-0.4233,-0.7744,-0.3232,-0.222,0.2279
-0.6236,-0.2228,0.0942,-0.1909,0.1414
-0.3432,0.0749,0.0619,-0.1047,-0.4597
-0.4671,0.2946,0.1234,-0.1093,-0.1564
-0.9434,0.5609,0.0714,0.0958,-0.0831
-0.798,0.4965,0.4556,0.033,-0.1933
-0.7963,0.7732,0.5153,-0.256,-0.596
-0.7558,0.7005,0.4063,0.8006,-0.749
-0.9382,0.0709,0.9255,0.1044,-0.5672
-0.8536,0.2097,0.7353,-0.1725,-0.7299
-0.699,0.2806,0.7468,-0.1783,-1.0255
-1.5545,0.4534,0.8417,-0.0661,-1.0603
-1.4036,0.47,0.6578,0.1206,-0.9732
-1.1091,0.3834,0.9216,0.1008,-0.8734
-0.6403,0.1791,0.5857,-0.2557,-0.9104
-0.5326,0.0788,0.3505,-0.2924,-0.6853
-0.4411,0.3581,-0.2066,-0.2317,-0.5777
