0.000,0.359,0.000,0.000,0.303,0.000,0.000,0.000,0.000,0.000
0.359,0.000,0.348,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.348,0.000,0.316,0.000,0.000,0.000,0.310,0.000,0.000
0.000,0.000,0.316,0.000,0.502,0.000,0.000,0.000,0.000,0.000
0.303,0.000,0.000,0.502,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.430,0.285,0.000,0.406
0.000,0.000,0.000,0.000,0.000,0.430,0.000,0.490,0.291,0.307
0.000,0.000,0.310,0.000,0.000,0.285,0.490,0.000,0.565,0.448
0.000,0.000,0.000,0.000,0.000,0.000,0.291,0.565,0.000,0.511
0.000,0.000,0.000,0.000,0.000,0.406,0.307,0.448,0.511,0.000

0.582,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.671,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.658,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.711,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.207,0.650,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.549,0.276,0.246,0.000,0.327
0.000,0.000,0.000,0.000,0.000,0.000,0.699,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.433,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.551,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.467
