C,I,U,Y,P,R
101.0158923855734,87.73765014457558,8.219243161720446,267.3595334702769,111.99523897513265,1.508924473170192
101.17952468863156,48.940353268334746,4.47140443811088,284.04390427727515,102.255939460512,1.929884310180628
101.42629454435391,33.7530724086101,4.1924619424844245,262.84143825445636,102.76141187513385,1.575823190481534
101.3959284506413,30.203274375103792,2.59605084164446,313.1277043164992,104.8721192463747,2.0415726537778545
101.23215277182284,33.69362691203755,3.6602036794045656,292.0373747610108,101.80459146453758,1.4700998066615028
101.38374238747852,48.55236482053918,5.024343243430481,322.26760008247817,101.17477141153654,1.8409910303914048
101.56862561276414,30.961186089655477,7.541616500683665,335.09942006126397,102.73550697169767,1.6994114059046148
101.67132209755944,60.71003481621743,3.9512753750831866,294.8874997144324,106.80301746883796,2.466425906087543
101.47224112036757,79.91222819366925,3.934573395534779,300.334568394765,103.78314667448586,1.9166973532655782
101.554165740968,64.55518111221681,7.927736112634676,309.26565501169665,101.32041374667307,1.4437419856284233
101.95362542626675,37.651875519864184,3.8091734285795953,288.6865705326421,105.79033577344521,2.386826866277507
102.11480872590347,37.67743711061552,3.1406628333548623,276.99277589692997,101.33585371750256,0.07465288041182902
102.24408699365321,75.60904235758024,0.3362031022164403,274.6879958557051,104.34332148440969,1.1112525839370921
102.06131427203402,74.72829170134267,8.579039225495274,310.82897541994873,103.00002620975646,1.9636982398196128
102.39919130870867,57.58772734795777,7.20366758276774,238.57568886735422,102.23502836274696,0.6517972932044747
102.41533532463303,80.25904063949184,2.720739937880595,302.9977205173597,102.77747243321025,1.259607888225752
102.44050072179903,75.56184625868993,6.478487487076514,286.3537171774017,103.0662871427339,1.36366826428177
102.34953346255122,42.3630286214836,4.641119427315524,298.6672070918589,103.29485442176083,2.361602126058189
102.42311294693415,37.80577679759492,5.0773866386236,307.9636273179381,103.79741158722905,1.7121229145092827
102.46391241689318,41.73541573758731,6.283304771006287,306.7959026021198,106.49329669564386,2.4552465464924347
102.36060620001665,39.26234431037216,1.828574861563984,298.54049852296043,110.30835477241219,1.1777441417498757
102.47995814278248,29.635699919018453,3.84722437726264,285.5411647764092,103.18687854635209,2.1009767355801743
102.48382596431738,71.90464975375258,0.6617307342897067,295.83597899498085,105.67147972316695,0.8557823709749268
102.28482225382854,50.37125873116929,5.070480587403404,341.8924541606757,103.63926251531934,1.5055214076360117
102.44570957069571,80.82361455358829,3.5141951232084616,334.283171488571,102.39842312514862,2.5105100664483726
102.53709208602646,35.54910188868708,1.447374038560577,320.80289206931644,104.08808919589279,2.4052672359111744
102.55971363508517,47.48928436817738,8.749537193039712,298.177056432223,100.94143613356718,1.4231567307593982
102.59243796482588,81.85073750508062,3.6231631077515876,299.35628225709314,101.48598311766798,2.446452460702909
102.32726079305736,39.247089650828656,9.622079031852795,320.0688569070062,101.03867483247507,2.1263601658198175
102.59110245354017,38.792358721393484,7.115491054277464,333.5150256439357,103.8730476214867,2.1563310349595586
102.77452137685074,39.37500874433206,7.748733204099723,293.394266379887,100.51506572436881,2.2789566930226215
102.43835748225425,61.47648550282372,2.8957694724733116,180.15180880600354,100.99459850536688,1.8949992808201652
