C,I,U,Y,P,R
100.37277765894879,50.47553222447924,5.169757967530305,360.3637747426023,99.86584233640663,1.7330915181377586
100.97442549203812,50.565194328508795,4.9792021163849025,355.2243505858872,100.18891699566508,1.902675495706721
101.29803619908098,50.66194052384325,4.783830164523865,355.52361336017043,100.13645788973717,2.1100876158141735
101.75735095206132,51.1135868257142,4.57075030203776,352.90699672303987,100.15323492940541,2.2801135758021047
102.64330786186262,51.76057635176791,5.060127594235318,358.25720460893723,100.04644110222145,2.261961602866083
102.8487628564317,51.36171618901127,4.837451075636545,352.39023585946376,100.14359228834614,2.397952792960665
103.38349194063687,51.40289697398776,4.594496157347077,356.32783141069376,100.09981494437983,2.4614684887799707
104.0293163915674,51.42106347359309,5.124112195397094,350.99937892797016,99.9421516272856,1.5637869501335866
104.47352061532223,52.106378926502686,4.882375892457035,361.6885656154079,100.15749537537387,1.6227302596334188
105.07875152369114,52.27551257149798,4.50387347374081,358.34727378179286,100.02785848938711,1.756750487054179
105.549262421632,52.227624354614356,4.890071849523915,368.0765934021417,99.95242939793997,2.238232706568129
106.06553141715743,52.74521501575894,5.199074698550431,370.76063614060655,100.4340970720144,2.2798151297814098
106.26039384527411,52.798624054010936,5.151839376298906,363.18702955569154,100.35650788963552,2.383079534299968
106.64721714855052,53.146018863257076,5.057965301376658,360.4869428076414,100.21316545536183,2.4236143456910826
107.6830093257202,53.39989073983547,5.411480933339052,356.1109237179921,100.31221176680357,2.919970191878447
108.0843744438441,53.919339324089314,5.307152394343659,366.2638438999342,100.52609104680494,2.1344527143706538
108.8427923509743,53.90718399025258,5.168981601460321,363.5059470540903,100.16689240695902,2.764290616754616
109.07525609383151,54.145769193719374,4.281170169986493,365.7815330888541,100.53278064261261,2.7013481439437426
109.47391387552958,54.27389551411646,4.9914991386680665,372.6518382298466,100.5008579760999,2.4805420812788848
109.96018393000968,54.60389619900715,4.694091562866645,360.54337054912037,100.23328594147527,2.521846826440905
110.5310341360442,54.58077164529013,5.971426907243729,360.4995026910513,100.65263588844158,2.6415542185546017
111.51420302352129,55.25076496955102,6.01487537867178,364.7271335736068,100.43228444202131,2.3671918898513082
111.52840495844264,55.33020865962709,5.2016091292698245,371.0048751291419,100.43079097011402,2.6053469241228653
112.61808908242236,55.539938569551914,5.495361573028687,370.7228259292617,100.53257369722957,2.6518354509684885
112.86598105446357,56.02579052318893,5.159205965851278,364.2499294451102,100.47422605884819,2.364326541563566
113.25456613707763,56.33348882889736,5.2433526412163145,373.37080233575915,100.48692137996994,2.54248617363195
113.6623177368057,56.76590084605193,4.16810365664832,364.4853020031526,100.70135297046409,2.2203327830505972
114.22549217660236,57.04338603177948,5.266212857308658,366.9532389532486,100.67104010600016,2.4212832731520213
114.4994591906801,56.85884036053374,4.69149413464113,371.00245783675155,100.25331277940944,2.34042688306435
114.98741837976605,56.90713946581875,5.373350330978888,369.3868979971323,100.83460026944283,2.624250118953567
115.48000800693544,57.41629121245649,4.867588560549718,377.38470431737016,100.42599225437571,2.65512163666469
115.63377784665663,58.078491851110115,6.160319819911091,375.3274042226273,100.48075415082054,1.90130965143368
116.28542144891175,58.45678741418384,5.458773389977521,383.4019823107062,100.8336011510063,2.5220377096648345
116.93654002741812,58.61027910014704,4.915928688716398,374.2663236324393,100.76026877846267,1.6890321411048521
117.40969903869465,58.84113901945718,4.799448545948504,375.71534429954323,100.77082919267676,2.000509904842783
118.1129350634239,59.14409894521834,5.752438026533803,383.19570319423366,100.65907405030872,2.3387898773445026
118.55831443419936,59.904138494868825,4.669945529501665,378.08554798879044,100.70759872291393,2.6375196653661206
118.96610157387663,60.10533938932643,5.13540063403015,386.9122954763417,100.47922171566293,2.73113456947279
120.0175091702783,60.28624639257346,5.226628758669852,382.9933346428257,100.66301648417316,2.5731390732089916
120.70555700092862,60.46061648066389,4.986987457029827,369.35013438642596,100.67203263586067,2.5873156500516545
120.82205870274173,61.156639110167426,5.007555427615538,388.21777761074037,101.00440528849249,1.9634108201443852
121.66469523048224,61.436503354862104,4.028282205367324,387.53463380334654,101.06459522166838,2.4056990408046777
121.95647463316189,61.84473933771775,4.238395083095322,388.3017256543455,100.80438212226635,2.3533354075442934
122.42383886130919,62.59747485467264,5.350634217273221,375.32193140774706,100.95354418813673,1.8726266126738111
123.02716656179523,62.70393709718963,5.691920444387713,382.39889806245736,100.6787936705529,1.797892348067126
123.82618383612704,62.92044221378255,5.093335569022933,383.7240808782737,101.09696396218712,1.833819171120515
123.86708781095679,63.05835249197763,4.686559896110383,382.952515690757,100.85028397610824,1.8239455168189567
124.56207951802092,63.39632031941669,4.3917429973066,396.20886809160606,100.91042157100168,2.1655980379307747
125.009943562032,63.8746707970386,5.407497028079356,388.5618699996907,100.97692901513317,2.050750967479005
125.54208006165089,63.821753253382994,4.408881568109146,389.64992753452185,101.05291892949407,1.9514475421188215
126.3392917509502,64.21994228376506,5.0612730778980275,393.3754507420329,101.03209847892812,1.7310580238790916
126.58110937229968,64.73041324113535,5.073869370072221,394.1141226801784,100.64007052547348,2.1637152634627586
126.87013739972313,65.30159844304676,5.215415675650712,375.6151814390748,100.63663037556036,1.8043856371208131
127.5313677090525,65.16039599458003,5.143619933622933,389.1522157183276,101.14167950675099,1.9373266419199273
128.07877625405177,65.53832463994186,5.366107361978296,386.6701354650686,101.36067633851324,1.8457857614700965
128.48143143446836,65.6460182706238,4.886243113099092,396.5314134181981,101.24499041215037,1.654267878551196
129.22081166536603,65.57364704687619,4.71988599346272,393.2624515669656,100.84991540993072,2.0139217393793882
129.67163102299472,66.21286008185822,4.490805413656999,395.5666045694224,100.95454609271877,2.1067745848706694
130.050217213516,66.84308361198636,3.966556232676308,386.12704112482584,101.0509687944189,2.000559747205101
130.15334239662906,67.33561187505737,4.872521245149967,396.21754109497203,101.36619150263866,1.8832226133551346
130.85456462954537,67.56866442312365,5.918519868462311,404.02214837333463,101.28994134348667,1.7145207389889399
131.3873660793567,67.8581990590093,5.2520719037039,406.20292886713054,101.41059680895687,2.3253882797285477
132.10853504408314,68.03188604984722,4.900875929050233,403.51579069325163,101.24033585773607,1.4280183189109783
132.2221606842221,68.86569076557738,4.780363327464761,394.21141612659164,101.1779764984396,1.1404506599637287
132.89689019661196,68.6990282674277,5.463514709621623,407.7477062965966,101.05462592100943,1.3119379100734772
133.3306803320821,69.25401829384339,5.0372574847441465,406.51069375114906,101.36993074931311,1.5588700904551964
133.5455590899695,69.9985186175578,5.687850249700072,403.05196899948805,101.10018269671023,1.0843048618189781
134.46628176999639,70.34313138864613,4.345985911727619,394.62123992989405,101.33710142996001,1.0145570038109488
134.78282302702183,71.27891099350477,4.234934846899319,410.2257307569977,100.90458418797593,1.356870916905663
135.3374625804971,71.38229312915216,4.785164382607086,403.7191235553207,101.60278578277538,1.6412025668041932
135.49483622105882,71.47101430050776,4.128639277460848,408.7125136933665,101.38045758322569,1.4365796145551804
136.41921350629644,71.68368557638549,4.3916646953705145,408.16261391106025,101.49284938762666,1.2302919779521746
136.77445549957886,71.90212514356745,5.095497896744083,416.18841764567424,101.40962430891275,1.5587457713070012
137.31908049289822,72.05673735775176,4.68459044209108,409.0490528799351,101.44300835682789,1.6392403019901751
138.2276432142936,72.47146195892816,3.255559546588084,410.11486041043,101.27461818232031,1.4819278387250785
138.0763122952191,72.60051162374805,5.652815434509522,419.0266440584455,101.43305484336793,1.0653555128212284
138.97909638188975,73.023836109839,4.131961338082283,408.82358353903817,101.49362554812453,1.771245660433635
139.2194930743562,73.28441986976351,5.182546703288426,416.5667392275079,101.56746501228518,1.471936871973428
