C,I,U,Y,P,R
101.05894988660508,36.379125406082444,7.227556827469203,325.9364620173874,100.37121823179598,2.4036794644932304
101.07543990025529,39.09361647759191,7.765093154041819,295.19149564239507,102.75287596151999,2.343549487384529
100.67544701222411,43.99464804926904,3.4917344783462103,371.00210423189617,102.97885785633311,4.683918921637799
101.03384894328539,36.307682184814496,6.7859870583139,358.4527388759388,102.21571028984881,1.3070619907588386
101.31169291811047,60.57374881756155,1.461549573173528,257.28824820948614,109.19680091210948,2.2551072398120384
101.29519652634477,31.902638407142394,1.5451707470976885,276.43419628017534,114.3605722225187,1.6882258946174966
101.62447734394644,40.29981093022983,2.0662646102496174,313.8588811280624,101.07762863502826,1.796772291141345
101.4826189975765,72.4894866786883,0.61621459518359,307.60324698665175,101.87911091455688,2.632215461884035
101.4523847610351,29.47401588373388,4.16890991060483,307.40977534644475,107.73164261880387,1.7989896894003408
101.13828839078711,36.21383723400259,3.0530066399284514,305.2884268373907,104.98408749161682,1.8440725017215804
101.32763211368096,42.891820334676666,4.439133696285329,175.86595514772554,105.44991473721167,1.7948631563070294
101.34815232093581,59.484805211182305,4.067865781210356,259.66838377692727,102.1097950563497,2.005573526686688
101.31407585333041,69.5010335203671,1.8292651463719207,326.74232922772643,103.47727296809337,1.3957698691264693
101.43108243218947,89.8744246016041,4.574982446417618,286.9770603674208,104.12840053259316,2.731656375355667
101.18837433839224,45.01296037556547,4.582382130827985,340.3689714964845,114.0571647368032,1.7255660113952351
101.50860936007413,41.73318332811965,6.057037579714647,307.49314441110823,104.97297541752638,2.476644915378131
101.61376868564305,37.51818901395405,1.9906731071666004,342.85623432538887,106.62815770671196,1.4255180492746917
101.52646173100979,36.57647158607254,0.7450474855247922,295.475324849516,102.99111011874449,2.218793520287908
101.83815551889234,44.23059024125229,2.4064922874008148,307.3536557453801,105.39608657328803,2.034946139810331
101.49829166605923,40.74382109166325,2.7347127726819553,281.2924842985563,106.38575016044287,1.8505478997181601
101.46109699087236,45.14229035598387,2.6508871892130332,305.0663415935338,104.65415825028806,2.1123968450920456
101.88818834166183,56.626258246623316,1.6978546422468224,299.87139374928864,100.79428648880565,2.122471548502519
101.77798531063034,23.696652307546643,1.3760137504024823,279.204293114555,101.57179095743314,1.8784657172381667
101.62899031475399,75.06301113637407,3.4167278584624743,291.97965539995465,103.12015130627049,2.034517250049389
101.69503335211121,40.71911215845089,8.88755966227579,315.78830583127,104.09034404627315,2.622736287135072
102.08785569422653,41.22316362922316,3.2460676623821265,277.47535442487083,105.05008008719378,3.566621476704745
102.04041141093329,87.34823439095157,2.6328094336715386,308.02865722370683,101.23653396199283,1.4497875142804602
102.34045459157302,37.81405297001127,3.426356471837514,332.8495963568521,102.40304530181623,2.1333921297930143
102.3467565310284,74.99480378965522,0.8687379924175264,325.4710449759673,103.91734544664342,0.8666831442994658
102.08837304411647,33.695407957192195,4.6950528586293006,317.8632598727358,104.73568464838974,1.1391860960958324
101.80963968800374,75.64127946353014,5.934024147699718,311.3015461115639,103.90827885125532,2.8936095796646955
102.224171781717,43.70987150552006,4.666851712227337,346.1473500802339,101.85172832108277,2.7268888355384315
102.13970022401035,37.712481586986684,1.2053919591555262,295.294652244666,101.10058053334613,6.857193494396279
102.24556252415323,97.01924891334693,2.0849692771096264,302.7789113084277,103.46215589400083,3.995375417224058
102.57324538935393,41.612812087613335,9.311236603082502,300.250743275181,112.17517511967988,2.671461291651554
102.28156441810266,46.77001201247416,2.4184559426324026,337.060626310711,102.13999100917941,2.3118378773141917
102.38516851842643,35.916526884657905,1.357626202344819,334.08360105951533,104.3837347294182,1.9385549021641963
102.33822388562349,81.18739417661173,2.9135393790313935,314.03876000713143,101.25898800795146,2.1814665464330627
102.32236601728219,46.855809179077205,3.4962610605377433,333.4148757820538,102.8751059593402,2.3401733026046707
102.43880740204702,45.74514163106145,5.144694689899361,274.18339276473745,105.91801183781841,2.5722045259907222
102.14021547741702,66.87928467178004,6.102465468910975,241.90069116771448,102.04162887379809,5.438393592935921
102.1953910568212,77.44646673703221,2.6948847018126103,284.4673713873869,102.80505488145374,3.0204679141963013
101.97456271182926,47.50163651790023,3.588525078658009,313.2467241060976,101.18283337169677,3.3217264119844794
102.03869108142221,71.25265458233201,4.908492539688395,301.38820103439053,106.29769222473205,1.2933843880962652
102.20597806971143,37.62555143101091,5.842424179456197,278.90803390088365,104.1678023853038,2.504064738592338
102.10012803939533,31.320667946559706,5.123808701949669,337.58860093088146,102.93287446767755,3.235407546897033
101.67091455508664,31.598510779880943,4.131281349647019,296.0407608907725,101.24006547195157,2.3985094954088884
101.91418647422518,37.26140032899527,6.723170626039997,222.9185641730588,101.57944142316975,1.1617048512962063
101.85726292549462,60.098634807584034,4.955915844406916,294.4090643234287,100.95909784635123,9.115778195881761
101.7262280802936,46.82566836464989,5.88558881043208,322.76618978505394,102.62752883555731,0.06605517785865803
101.95780950268326,33.9817520582311,2.0326241602980186,217.6861820020388,100.79470944639358,2.1432089063234443
101.80435791530682,41.04578274382887,2.4808194110411774,271.0348039324211,103.15347933066522,2.3124079829277284
101.69013583020529,47.901030175561026,7.955005487772882,295.80355431531103,105.43768406488932,1.5553676233613403
101.6224858473975,39.18914658309913,5.310870513184295,303.401180249913,102.79685655633759,1.4401144213792376
101.59939614993199,55.04738871451979,9.537771941148257,317.56469556078815,101.80912843255972,1.965426555889692
101.86222293850801,30.59354780191175,3.594901080648364,304.43500775636977,103.69030537029512,2.0032372203338564
101.64905650813775,69.86234628788496,1.6556073848094943,235.9781944627175,100.4157973655865,1.561817652983303
101.61704196357861,47.71368664087115,10.227865765802813,314.34535908510765,101.44335540138033,1.984889822280909
101.6699475341492,36.54263992934806,5.951144093689805,320.16689391551716,102.9137053752161,1.9731572794650831
101.91840080068042,38.79342229568454,7.223603433897571,297.3892275777527,101.55282924131217,1.7373302723372206
101.72128497046495,48.29824177994418,2.107744167266448,300.1556889878291,103.56623838156857,0.19489810527744328
101.58593207599101,43.4959258450915,7.383229277941268,299.0564154236886,103.30051013096097,1.1544920078322976
101.55872428382409,31.937435771377146,3.0815215610283366,298.5400685272122,109.4556001180796,2.376578973626349
101.61046415085958,62.41575730231452,7.832212449105947,273.2996043602392,102.46299968594104,3.191598408852953
101.71954866787216,52.69539617159913,1.6038265695129403,286.41782292448875,108.70279407534953,1.3265190917633167
101.93547256605314,37.51551423002576,3.085418406991743,306.217143866129,102.80714342585942,2.621555020884944
101.83451997317322,39.47904093071777,7.72943039406047,256.4719537152554,101.02783921685764,1.4153107704525483
102.27501283129024,37.27735559349007,5.8884371528952055,356.76366674589497,102.20966507141166,2.62435393556406
102.0834922433577,42.45564476917978,0.582150135173612,291.5234167480013,105.85329160428428,2.266301482040797
102.53884700219554,70.54614395783261,3.681245339752901,299.3257765805912,105.39563068407139,1.831571802770201
102.2021817551339,41.49341334541644,5.830378138456333,303.90533294405475,104.0792632525515,2.1931027673952257
101.95516406619574,70.9758887013078,6.928606763219876,258.3893511667507,110.4110439169558,2.135353524684995
102.38246480489758,39.50730735136173,2.045182229541696,303.04726623694893,105.20171483584151,2.518105294076767
102.38694449194963,40.42760166108211,1.2976420485565707,302.04771713531454,101.77064269024125,2.0035857405599145
102.07966539934975,40.5653162773662,1.9965911442876088,330.602465456326,100.99175608887329,2.3887224982735193
101.98565980693346,40.76833679920906,1.3684763287960107,288.7445788164159,104.62368604990357,2.262672271873341
102.36823246188196,39.46988214115526,7.5746591756876045,265.7402814543973,105.66996347531534,1.5216342972986656
102.43990435649799,46.17591462127123,3.1251369147703434,277.9055727486501,101.46355954256212,0.26324410414900035
102.8760075004903,39.41038238719775,4.826122455140215,275.28332215028456,105.04243600885223,2.0468466299173445
103.24744944283147,40.79951511681885,3.8110743321089027,306.7834445207342,105.01560978525053,1.5538528939059013
103.04638883299455,37.8863397463187,2.7805562023825545,279.770637412149,102.0473714697994,1.615310217087486
103.10255480735646,38.787549454849476,2.6313850179092877,309.1628398015681,105.32274454308389,2.273691023611141
103.1242411263057,45.30823843491792,7.233800752027589,273.39231499897784,102.85992697536399,0.0
103.26821506429856,49.85657597839251,3.0128577527380007,271.08675111261823,102.30690059335613,1.6776546053865833
103.62603291529403,70.76772224793687,4.753839354023623,305.08043552325114,110.1277697973949,2.4244881626080987
103.42569934915709,40.78457577134993,3.182365392110615,246.68568520840032,102.0675475234553,2.0560711661427105
103.58141493156799,34.78553400802074,4.751384176298727,331.04708127188917,102.60333646186403,4.002577573114602
103.38565126012632,38.82014676543138,7.710637907433375,302.92098527955494,101.95409735455948,0.3828726501030964
103.70009200110869,40.72154051477417,3.1933452942372265,315.2892113911474,107.89215094398098,2.2052250406715355
