0.000,0.271,0.117,0.000,0.212,-0.076,0.000,0.000,0.000,0.000
0.271,0.000,0.205,0.077,0.124,0.000,0.000,0.000,0.000,0.000
0.117,0.205,0.000,0.251,0.141,0.000,0.000,0.199,0.089,0.000
0.000,0.077,0.251,0.000,0.282,0.000,0.076,0.116,0.083,0.000
0.212,0.124,0.141,0.282,0.000,0.000,0.000,0.000,0.000,0.000
-0.076,0.000,0.000,0.000,0.000,0.000,0.284,0.191,0.104,0.262
0.000,0.000,0.000,0.076,0.000,0.284,0.000,0.273,0.120,0.146
0.000,0.000,0.199,0.116,0.000,0.191,0.273,0.000,0.352,0.155
0.000,0.000,0.089,0.083,0.000,0.104,0.120,0.352,0.000,0.320
0.000,0.000,0.000,0.000,0.000,0.262,0.146,0.155,0.320,0.000

0.466,0.124,0.121,0.000,0.116,0.000,0.000,0.000,0.000,0.000
0.061,0.448,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.451,0.133,0.000,0.000,0.000,0.116,0.000,0.000
0.000,0.000,0.101,0.481,0.105,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.081,0.372,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.400,0.190,0.000,0.000,0.133
0.000,0.000,0.000,0.000,0.000,0.000,0.342,0.000,0.067,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.108,0.299,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.092,0.458,0.085
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.408
