x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
1.911810489374301,-0.12818420074972556,0.5157829265969727,1.3796992536327126,1.1767819135747208,-1.3127382342248526,-0.7652643265766605,3.78511120544185,0.6592831718907399,1.0005331666003379,0.4934237523175646,-0.19051252719496592,1.0035193937260058,0.5813410170167417,2.847366847196713,1.662045713837189,-1.5220997550552688,-3.2116025734846314,-5.094439173444886,-0.1849956985174403
2.039350026972361,-0.6209827578629816,0.6197760549074666,0.6017014849845791,0.3945665945082198,-1.8491441916296802,0.34075652136995155,3.458938038546176,0.8387496675031526,1.073227845430711,0.4999801403954547,-0.26543571283683043,0.7188473221809015,0.03170649110248286,2.9556375716646675,2.0844094171413374,-0.44459041936953647,-2.9499181136481254,-4.594335591353812,0.17293358955487065
1.6200373350090962,-0.9146713078856679,1.1318472156002717,0.08355976239346442,0.2578520116483346,-1.6386451403515945,0.719490555828091,2.9264863557721617,1.2444062336488904,1.4919278895122474,0.4433567412705466,0.2083986942636013,1.0984385909666035,-0.42516051192410675,2.812679504868451,1.5646284906761112,-0.6395048264784762,-3.0181358873923103,-3.775309416507603,0.07871321875274076
1.0224093278393145,-1.5481173476141306,1.6749272676052502,-0.2122548351465321,0.45958334080702196,-1.8062902668728902,1.044967217875622,2.197392476582201,0.9173648436315897,0.9252054520722827,-0.06760235287675707,0.4096747809341119,1.4111765003991625,0.08830885240840683,2.582019958699323,1.346414902850316,0.1036008795003428,-3.2082368828830004,-3.505305841055618,0.3228335977344009
0.3094251631564113,-1.1994533753422831,1.7666275504312132,-0.2701067150915514,0.17947396962345735,-1.924414376532049,0.7745782437678106,1.7870729138536892,1.8129122893071585,0.8351948872275049,-0.556594083445247,1.0592231838580035,1.0348070488086807,0.283983337251844,1.7103878035374906,0.5838873806041689,-0.0028870594813112938,-2.8313383356155506,-3.2273540943059764,0.26095003287252355
-0.098678031874808,-1.4743368006024569,1.2662502814391972,0.4781358506591342,0.1292570687729237,-1.3627290833118826,0.9538207731905163,0.9294305150471467,1.6363876474865244,-0.11647315145055687,-1.4599767964890769,1.5028260466281984,0.6091373511411625,0.6067235700682536,0.6731640805439694,0.4259377258124624,-0.621524245599687,-2.1040614833007694,-2.0921172901563594,0.057380468416093025
-0.3669914299829889,-0.7579719304679777,0.5468609757081515,0.373660628151235,-0.11276351924255493,-2.013550075774694,1.5240164062967956,0.367339524051634,0.7107471672069269,-0.49981678254277084,-1.0911182535511719,1.271605809217284,0.6017362920426733,0.9679398472903763,0.058493176565294014,-0.4158852852141906,-0.21228639057997156,-1.2257736366416814,-1.5620607418803538,0.4030589880519698
0.18267872099680582,-0.5383592750753947,0.1362266570615664,0.42969718448675026,-0.17837190268742154,-1.0002132560984998,1.2338673534633424,0.851904470417105,0.4519487680415536,-1.0489993016213353,-0.39898234592230863,0.9110503462024421,0.5917889035064985,0.5809541103554717,-0.40302902496205184,-1.189768867989467,0.34882802916973965,-0.13346658475121556,-1.78170704275312,0.7265386334209538
-0.37381218006142447,-0.15022477576423213,-0.45674563766197124,0.2946753984161047,-0.4253889893659782,-1.0280645480600663,1.4579539695049575,0.631956371881863,-0.513687095377457,-0.5821164549336001,-0.010218502894045661,0.5044728416852926,0.9330952109623806,0.1999821342196324,-0.3397770367193311,-1.0805155234259634,0.9454800973621742,-0.14329963609405802,-0.9280094059159179,1.2484654747970556
-0.14618220680913985,0.31370866849390916,-0.40616213056096995,0.6446859535709187,-0.9875891087554504,-1.001569057576074,0.8924690207524527,0.38458029315392506,0.3788910725599297,-0.15355988271255055,0.19646951263489315,0.18036597580323244,0.45303023850007473,-0.5577009824695333,-0.6925306895113774,-0.8513743238865262,1.2948950100855328,0.03860390310584609,-0.6420172857097365,1.1981555825761894
