0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.404,-0.092,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.242,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,-0.176,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.157,0.152,0.000,0.022,0.000,0.066,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.071,0.000,-0.341,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.049,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.227,-0.413,0.000,0.000,0.000,0.000,0.000,0.000,-0.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.361,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,-0.460,0.000,-0.098,0.000,0.000,0.000,0.000,-0.262,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.437,0.000,0.000,0.000,0.348,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,-0.077,0.000,0.000,0.000,0.000,0.000,0.000,0.393,0.000,0.332,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.386,0.000,0.468,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.035,0.000,0.438,0.000,0.000,0.000,0.000,-0.186,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.348,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.477,0.000,0.344,0.000,-0.231,0.000,0.078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,-0.396,0.000,0.000,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.471,0.000,0.000,0.000

0.564,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.148,0.000,0.000,0.000,0.076,0.000,0.000,-0.296,0.000,0.165
0.000,0.469,0.000,0.000,0.205,0.000,0.000,0.000,0.000,0.000,0.000,-0.187,0.132,0.000,0.000,0.000,0.047,0.000,0.000,0.000
0.000,-0.109,0.330,0.000,0.000,0.000,0.000,0.000,0.000,0.266,0.000,0.000,0.171,-0.352,-0.065,0.319,0.000,0.000,0.000,0.062
-0.318,0.000,0.000,0.524,0.000,0.000,0.000,0.179,0.000,-0.046,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
